order,type,document_number,pracel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc,type_of_usage
1166,โฉนด,93165,34,10379.0,02I003/003,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,other
1167,โฉนด,1084,737,1037.0,02I004,0.0,0.0,51.6,0.0,0.0,51.6,0.0,0.0,other
1168,โฉนด,93166,35,10380.0,02I004/001,0.0,0.0,30.4,0.0,30.4,0.0,0.0,0.0,living
1169,โฉนด,93167,36,10381.0,02I004/002,0.0,0.0,28.2,0.0,0.0,28.2,0.0,0.0,other
1170,โฉนด,2307,735,1038.0,02I005,0.0,0.0,46.1,0.0,0.0,0.0,46.1,0.0,wasteland
1171,โฉนด,27742,736,3411.0,02I005/001,0.0,0.0,54.2,0.0,0.0,54.2,0.0,0.0,other
1172,โฉนด,1079,741,1031.0,02I006,0.0,0.0,65.8,0.0,65.8,0.0,0.0,0.0,living
1173,โฉนด,121379,61,5176.0,02I006/001,0.0,0.0,65.8,0.0,0.0,0.0,0.0,65.8,misc
1174,โฉนด,2306,742,1030.0,02I007,0.0,1.0,12.6,0.0,112.6,0.0,0.0,0.0,living
1175,โฉนด,1409,743,1032.0,02I008,0.0,1.0,51.1,0.0,151.1,0.0,0.0,0.0,living
1176,โฉนด,2341,744,1033.0,02I009,0.0,1.0,0.4,0.0,100.4,0.0,0.0,0.0,living
1177,โฉนด,907,745,1034.0,02I010,0.0,0.0,44.6,0.0,44.6,0.0,0.0,0.0,living
1178,โฉนด,68634,1451,4331.0,02I010/001,0.0,0.0,45.5,0.0,45.5,0.0,0.0,0.0,living
1179,โฉนด,68635,1452,4332.0,02I010/002,0.0,0.0,20.6,0.0,20.6,0.0,0.0,0.0,living
1180,โฉนด,1274,749,1028.0,02I011,0.0,2.0,10.3,0.0,0.0,210.3,0.0,0.0,other
1181,โฉนด,851,748,1026.0,02I012,0.0,2.0,24.4,0.0,224.4,0.0,0.0,0.0,living
1182,โฉนด,9741,747,2409.0,02I013,0.0,0.0,72.2,0.0,72.2,0.0,0.0,0.0,living
1183,โฉนด,838,746,1025.0,02I014,0.0,0.0,31.6,0.0,31.6,0.0,0.0,0.0,living
1184,โฉนด,75121,12,4462.0,02I014/001,0.0,0.0,39.1,0.0,39.1,0.0,0.0,0.0,living
1185,โฉนด,75122,13,4463.0,02I014/002,0.0,0.0,31.4,0.0,31.4,0.0,0.0,0.0,living
1186,โฉนด,75123,842,4464.0,02I014/003,0.0,0.0,40.3,0.0,40.3,0.0,0.0,0.0,living
1187,โฉนด,75120,11,4461.0,02I014/004,0.0,0.0,29.6,0.0,29.6,0.0,0.0,0.0,living
1188,โฉนด,75119,10,4460.0,02I014/005,0.0,0.0,19.2,0.0,19.2,0.0,0.0,0.0,living
1189,โฉนด,75124,15,4465.0,02I014/006,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,living
1190,โฉนด,920,788,1029.0,02I015,0.0,0.0,64.3,0.0,0.0,0.0,0.0,64.3,misc
1191,โฉนด,14079,789,2993.0,02I016,0.0,0.0,80.7,0.0,80.7,0.0,0.0,0.0,living
1192,โฉนด,14080,790,2994.0,02I017,0.0,0.0,42.3,0.0,42.3,0.0,0.0,0.0,living
1193,โฉนด,14081,797,2995.0,02I018,0.0,0.0,53.9,0.0,53.9,0.0,0.0,0.0,living
1194,โฉนด,1147,798,1024.0,02I019,0.0,1.0,59.5,0.0,159.5,0.0,0.0,0.0,living
1195,โฉนด,849,792,1027.0,02I020,0.0,0.0,75.4,0.0,75.4,0.0,0.0,0.0,living
1196,โฉนด,7715,791,2167.0,02I021,0.0,0.0,83.1,0.0,83.1,0.0,0.0,0.0,living
1197,โฉนด,14082,796,2996.0,02I022,0.0,0.0,50.2,0.0,50.2,0.0,0.0,0.0,living
1198,โฉนด,845,795,1022.0,02I023,0.0,0.0,49.1,0.0,0.0,0.0,49.1,0.0,wasteland
1199,โฉนด,99355,831,4966.0,02I024/001,0.0,0.0,40.7,0.0,40.7,0.0,0.0,0.0,living
1200,โฉนด,99356,832,4967.0,02I024/002,0.0,0.0,48.1,0.0,0.0,48.1,0.0,0.0,other
1201,โฉนด,148673,867,6619.0,02I024/003,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,living
1202,โฉนด,1011,398,1305.0,02I025,0.0,1.0,74.2,0.0,0.0,0.0,0.0,174.2,misc
1203,โฉนด,866,786,1020.0,02I026,0.0,0.0,78.4,0.0,0.0,78.4,0.0,0.0,other
1204,โฉนด,11374,785,2583.0,02I027,0.0,1.0,0.9,0.0,100.9,0.0,0.0,0.0,living
1205,โฉนด,14083,793,2997.0,02I028,0.0,0.0,43.0,0.0,43.0,0.0,0.0,0.0,living
1206,โฉนด,14084,794,2998.0,02I029,0.0,0.0,49.9,0.0,49.9,0.0,0.0,0.0,living
1207,โฉนด,8135,800,2317.0,02I030,0.0,1.0,54.3,0.0,154.3,0.0,0.0,0.0,living
1208,โฉนด,847,784,1018.0,02I031,0.0,0.0,83.6,0.0,0.0,83.6,0.0,0.0,other
1209,โฉนด,2852,783,1940.0,02I032,0.0,0.0,86.5,0.0,0.0,0.0,0.0,86.5,misc
1210,โฉนด,894,782,1016.0,02I033,0.0,0.0,41.6,0.0,0.0,41.6,0.0,0.0,other
1211,โฉนด,80892,19,4597.0,02I033/001,0.0,0.0,40.4,0.0,0.0,0.0,0.0,40.4,misc
1212,โฉนด,80891,18,4596.0,02I033/002,0.0,0.0,43.6,0.0,43.6,0.0,0.0,0.0,living
1213,โฉนด,89720,843,4830.0,02I033/003,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,other
1214,โฉนด,11660,781,2903.0,02I034,0.0,0.0,57.6,0.0,57.6,0.0,0.0,0.0,living
1215,โฉนด,899,780,1017.0,02I035,0.0,1.0,64.1,0.0,164.1,0.0,0.0,0.0,living
1216,โฉนด,987,779,1021.0,02I036,0.0,2.0,73.0,0.0,273.0,0.0,0.0,0.0,living
1217,โฉนด,857,778,1023.0,02I037,1.0,0.0,30.5,0.0,0.0,0.0,430.5,0.0,wasteland
1218,โฉนด,912,774,1015.0,02I038,0.0,3.0,5.8,0.0,250.6,55.25,0.0,0.0,living
1219,โฉนด,840,775,1013.0,02I039,0.0,2.0,60.8,0.0,260.8,0.0,0.0,0.0,living
1220,โฉนด,19502,776,3118.0,02I040,0.0,0.0,65.4,0.0,65.4,0.0,0.0,0.0,living
1221,โฉนด,19503,1242,3119.0,02I041,0.0,0.0,74.7,0.0,74.7,0.0,0.0,0.0,living
1222,โฉนด,897,777,1014.0,02I042,0.0,0.0,63.8,0.0,63.8,0.0,0.0,0.0,living
1223,โฉนด,26948,1243,3469.0,02I042/001,0.0,0.0,63.9,0.0,63.9,0.0,0.0,0.0,living
1224,โฉนด,839,1252,995.0,02I043,1.0,1.0,12.0,0.0,512.0,0.0,0.0,0.0,living
1225,โฉนด,843,802,994.0,02I044,0.0,1.0,73.0,0.0,173.0,0.0,0.0,0.0,living
1226,โฉนด,958,1253,993.0,02I045,0.0,1.0,68.7,0.0,168.7,0.0,0.0,0.0,living
1227,โฉนด,915,1254,992.0,02I046,0.0,0.0,29.2,0.0,29.2,0.0,0.0,0.0,living
1228,โฉนด,65479,59,4139.0,02I046/001,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,living
1229,โฉนด,65480,44,5388.0,02I046/002,0.0,0.0,38.4,38.4,0.0,0.0,0.0,0.0,agriculture
1230,โฉนด,65481,45,4141.0,02I046/003,0.0,0.0,35.1,0.0,35.1,0.0,0.0,0.0,living
1231,โฉนด,65484,48,4144.0,02I046/004,0.0,0.0,40.3,0.0,40.3,0.0,0.0,0.0,living
1232,โฉนด,65483,47,4143.0,02I046/005,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,living
1233,โฉนด,65482,46,4142.0,02I046/006,0.0,0.0,35.3,0.0,35.3,0.0,0.0,0.0,living
1234,โฉนด,935,1256,991.0,02I047,0.0,0.0,52.7,0.0,52.7,0.0,0.0,0.0,living
1235,โฉนด,54084,1255,3989.0,02I047/001,0.0,0.0,52.9,0.0,52.9,0.0,0.0,0.0,living
1236,โฉนด,830,1257,990.0,02I048,0.0,1.0,11.0,0.0,111.0,0.0,0.0,0.0,living
1237,โฉนด,24542,1258,3206.0,02I049,0.0,0.0,91.8,0.0,91.8,0.0,0.0,0.0,living
1238,โฉนด,836,1259,989.0,02I050,0.0,0.0,91.7,0.0,91.7,0.0,0.0,0.0,living
1239,โฉนด,2208,1260,663.0,02I051,0.0,0.0,10.1,0.0,10.1,0.0,0.0,0.0,living
1240,โฉนด,127939,55,5375.0,02I051/001,0.0,0.0,53.5,0.0,53.5,0.0,0.0,0.0,living
1241,โฉนด,127940,56,5376.0,02I051/002,0.0,0.0,26.6,0.0,26.6,0.0,0.0,0.0,living
1242,โฉนด,127941,57,5377.0,02I051/003,0.0,0.0,26.6,0.0,26.6,0.0,0.0,0.0,living
1243,โฉนด,10384,1261,2437.0,02I052,0.0,0.0,30.5,0.0,30.5,0.0,0.0,0.0,living
1244,โฉนด,29219,1262,3598.0,02I052/001,0.0,0.0,37.1,0.0,0.0,0.0,0.0,37.1,misc
1245,โฉนด,19097,773,3067.0,02I053,0.0,0.0,57.6,0.0,0.0,0.0,0.0,57.6,misc
1246,โฉนด,19098,772,3068.0,02I054,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,misc
1247,โฉนด,19099,771,3069.0,02I055,0.0,0.0,32.2,0.0,32.2,0.0,0.0,0.0,living
1248,โฉนด,56694,770,4009.0,02I055/001,0.0,0.0,30.5,0.0,30.5,0.0,0.0,0.0,living
1249,โฉนด,953,1240,1012.0,02I056,0.0,1.0,41.4,0.0,141.4,0.0,0.0,0.0,living
1250,โฉนด,942,1241,1008.0,02I057,0.0,1.0,50.0,0.0,136.0,14.0,0.0,0.0,living
1251,โฉนด,943,1244,1007.0,02I058,0.0,1.0,75.6,0.0,175.6,0.0,0.0,0.0,living
1252,โฉนด,844,769,1011.0,02I059,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,misc
1253,โฉนด,869,1238,1010.0,02I060,0.0,0.0,50.7,0.0,0.0,0.0,0.0,50.7,misc
1254,โฉนด,66795,177,4277.0,02I060/001,0.0,0.0,17.9,0.0,0.0,0.0,0.0,17.9,misc
1255,โฉนด,67267,2634,4294.0,02I060/002,0.0,0.0,17.2,0.0,0.0,17.2,0.0,0.0,other
1256,โฉนด,67268,2635,4295.0,02I060/003,0.0,0.0,15.3,0.0,15.3,0.0,0.0,0.0,living
1257,โฉนด,98663,35,4953.0,02I060/004,0.0,0.0,13.4,0.0,13.4,0.0,0.0,0.0,living
1258,โฉนด,692,1239,1009.0,02I061,0.0,1.0,36.0,0.0,136.0,0.0,0.0,0.0,living
1259,โฉนด,846,1246,1005.0,02I062,0.0,3.0,20.0,0.0,0.0,0.0,320.0,0.0,wasteland
1260,โฉนด,860,1245,1006.0,02I063,0.0,1.0,81.2,0.0,181.2,0.0,0.0,0.0,living
1261,โฉนด,903,1247,1059.0,02I064,0.0,1.0,65.9,0.0,0.0,0.0,165.9,0.0,wasteland
1262,โฉนด,886,1248,1004.0,02I065,0.0,1.0,42.9,0.0,142.9,0.0,0.0,0.0,living
1263,โฉนด,797,1016,1065.0,02I066,1.0,0.0,15.0,0.0,0.0,0.0,415.0,0.0,wasteland
1264,โฉนด,131824,115,5528.0,02I066/001,0.0,2.0,95.8,0.0,0.0,295.8,0.0,0.0,other
1265,โฉนด,914,1249,1060.0,02I067,0.0,2.0,83.7,0.0,0.0,0.0,283.7,0.0,wasteland
1266,โฉนด,1731,1017,1002.0,02I068,0.0,1.0,12.3,0.0,0.0,0.0,112.3,0.0,wasteland
1267,โฉนด,772,1250,1003.0,02I069,0.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,wasteland
1268,โฉนด,679,1251,1001.0,02I070,0.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,wasteland
1269,โฉนด,718,1022,999.0,02I071,0.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,living
1270,โฉนด,123920,2546,5288.0,02I071/001,0.0,0.0,92.0,0.0,0.0,0.0,0.0,92.0,misc
1271,โฉนด,11573,1019,2898.0,02I072,0.0,0.0,75.8,0.0,75.8,0.0,0.0,0.0,living
1272,โฉนด,719,1020,1000.0,02I073,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,living
1273,โฉนด,2323,1021,901.0,02I074,0.0,0.0,78.9,0.0,78.9,0.0,0.0,0.0,living
1274,โฉนด,713,1025,997.0,02I075,0.0,1.0,10.4,0.0,0.0,0.0,0.0,110.4,misc
1275,โฉนด,12583,1024,2989.0,02I076,0.0,0.0,57.7,0.0,57.5,0.0,0.0,0.0,living
1276,โฉนด,714,1023,998.0,02I077,0.0,0.0,75.6,0.0,75.6,0.0,0.0,0.0,living
1277,โฉนด,71316,7,4368.0,02I077/001,0.0,0.0,33.1,0.0,33.1,0.0,0.0,0.0,living
1278,โฉนด,732,1026,996.0,02I078,0.0,1.0,98.7,0.0,198.7,0.0,0.0,0.0,living
1279,โฉนด,808,1348,982.0,02I079,0.0,1.0,40.7,0.0,140.7,0.0,0.0,0.0,living
1280,โฉนด,93309,2621,4883.0,02I079/001,0.0,1.0,40.7,0.0,140.7,0.0,0.0,0.0,living
1281,โฉนด,803,1347,983.0,02I080,0.0,3.0,25.4,0.0,325.4,0.0,0.0,0.0,living
1282,โฉนด,876,1346,986.0,02I081,0.0,0.0,28.7,0.0,28.7,0.0,0.0,0.0,living
1283,โฉนด,877,1345,987.0,02I082,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,living
1284,โฉนด,92280,31,4868.0,02I082/001,0.0,0.0,13.2,0.0,13.2,0.0,0.0,0.0,living
1285,โฉนด,716,1344,1062.0,02I083,0.0,1.0,11.6,0.0,111.6,0.0,0.0,0.0,living
1286,โฉนด,21302,1343,3138.0,02I084,0.0,0.0,94.3,0.0,94.3,0.0,0.0,0.0,living
1287,โฉนด,944,1342,985.0,02I085,0.0,0.0,96.2,0.0,82.2,14.0,0.0,0.0,living
1288,โฉนด,710,1351,979.0,02I086,0.0,0.0,40.9,0.0,40.9,0.0,0.0,0.0,living
1289,โฉนด,22249,1352,3165.0,02I087,0.0,0.0,40.9,0.0,40.9,0.0,0.0,0.0,living
1290,โฉนด,22248,1353,3164.0,02I088,0.0,0.0,40.9,0.0,40.9,0.0,0.0,0.0,living
1291,โฉนด,11659,1350,2902.0,02I089,0.0,2.0,34.1,0.0,234.1,0.0,0.0,0.0,living
1292,โฉนด,11658,1349,2901.0,02I090,0.0,0.0,49.6,0.0,49.6,0.0,0.0,0.0,living
1293,โฉนด,752,1340,984.0,02I091,0.0,1.0,3.0,0.0,103.0,0.0,0.0,0.0,living
1294,โฉนด,648,1339,980.0,02I092,0.0,0.0,64.4,0.0,61.4,3.0,0.0,0.0,living
1295,โฉนด,21301,1341,3137.0,02I093,0.0,1.0,45.7,0.0,145.7,0.0,0.0,0.0,living
1296,โฉนด,753,1338,981.0,02I094,0.0,1.0,0.3,0.0,100.3,0.0,0.0,0.0,living
1297,โฉนด,11763,1337,2973.0,02I095,0.0,0.0,46.2,0.0,46.2,0.0,0.0,0.0,living
1298,โฉนด,723,1336,988.0,02I096,0.0,1.0,15.8,0.0,115.8,0.0,0.0,0.0,living
1299,ที่ราช,-,-,-,02I097,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1300,ที่ราช,-,-,-,02I098,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1301,ท่ีราช,-,-,-,02I099,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1302,ท่ีราช,-,-,-,02I100,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1303,ที่ราช,-,-,-,02I101,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1304,ที่ราช,-,-,-,02I102,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1305,ที่ราช,-,-,-,02I103,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1306,ที่ราช,-,-,-,02I104,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1307,ที่ราช,-,-,-,02I105,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1308,ท่ีราช,-,-,-,02I106,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
1309,โฉนด,10550,1209,1356.0,02J009,1.0,1.0,68.6,0.0,0.0,0.0,0.0,0.0,unknown
1331,โฉนด,10551,1210,1357.0,02J010,0.0,2.0,74.8,0.0,0.0,0.0,0.0,0.0,unknown
1332,โฉนด,939,1356,967.0,02K001,0.0,0.0,61.8,0.0,61.8,0.0,0.0,0.0,living
1333,โฉนด,771,1355,969.0,02K002,0.0,0.0,55.4,0.0,55.4,0.0,0.0,0.0,living
1334,โฉนด,1336,1357,1745.0,02K002/001,0.0,0.0,8.2,0.0,8.2,0.0,0.0,0.0,living
1335,โฉนด,746,1354,970.0,02K003,0.0,0.0,90.4,0.0,90.4,0.0,0.0,0.0,living
1336,โฉนด,650,1359,966.0,02K004,0.0,1.0,27.5,0.0,127.5,0.0,0.0,0.0,living
1337,โฉนด,1260,1358,1743.0,02K005,0.0,1.0,68.9,0.0,168.9,0.0,0.0,0.0,living
1338,โฉนด,982,136,982.0,02K006,0.0,0.0,96.8,0.0,96.8,0.0,0.0,0.0,living
1339,โฉนด,73462,12,4418.0,02K006/001,0.0,0.0,52.2,0.0,52.2,0.0,0.0,0.0,living
1340,โฉนด,941,1361,972.0,02K007,0.0,1.0,10.6,0.0,0.0,0.0,110.6,0.0,wasteland
1341,โฉนด,26080,1362,3386.0,02K007/001,0.0,1.0,23.5,0.0,123.5,0.0,0.0,0.0,living
1342,โฉนด,653,1370,971.0,02K008,0.0,0.0,21.2,0.0,21.2,0.0,0.0,0.0,living
1343,โฉนด,44908,1369,3816.0,02K008/001,0.0,0.0,64.1,0.0,64.1,0.0,0.0,0.0,living
1344,โฉนด,44907,1368,3815.0,02K008/002,0.0,0.0,68.6,0.0,68.6,0.0,0.0,0.0,living
1345,โฉนด,44906,1367,3814.0,02K008/003,0.0,0.0,67.0,0.0,67.0,0.0,0.0,0.0,living
1346,โฉนด,649,1375,975.0,02K009,0.0,1.0,72.0,172.0,0.0,0.0,0.0,0.0,agriculture
1347,โฉนด,10533,1376,2442.0,02K010,0.0,0.0,56.1,0.0,56.1,0.0,0.0,0.0,living
1348,โฉนด,10535,1377,2444.0,02K011,0.0,0.0,27.6,0.0,27.6,0.0,0.0,0.0,living
1349,โฉนด,10534,1378,2443.0,02K012,0.0,0.0,78.8,0.0,78.8,0.0,0.0,0.0,living
1350,โฉนด,731,1379,978.0,02K013,0.0,1.0,1.9,0.0,101.9,0.0,0.0,0.0,living
1351,โฉนด,2680,1380,977.0,02K014,4.0,0.0,43.1,0.0,0.0,0.0,0.0,0.0,unknown
1352,โฉนด,7785,1031,2176.0,02K015,0.0,0.0,80.1,0.0,0.0,0.0,80.1,0.0,wasteland
1353,โฉนด,2690,1364,1860.0,02K016,0.0,0.0,52.3,0.0,52.3,0.0,0.0,0.0,living
1354,โฉนด,107740,38,5043.0,02K016/001,0.0,0.0,52.2,0.0,52.2,0.0,0.0,0.0,living
1355,โฉนด,107739,37,5042.0,02K016/002,0.0,0.0,52.2,0.0,52.2,0.0,0.0,0.0,living
1356,โฉนด,738,1365,973.0,02K017,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,living
1357,โฉนด,84804,2538,4692.0,02K017/001,0.0,0.0,29.3,0.0,25.3,4.0,0.0,0.0,living
1358,โฉนด,85058,24,4740.0,02K017/002,0.0,0.0,13.8,0.0,13.8,0.0,0.0,0.0,living
1359,โฉนด,85057,23,4739.0,02K017/003,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,living
1360,โฉนด,683,1371,974.0,02K019,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,living
1361,โฉนด,69864,6,4351.0,02K019/001,0.0,1.0,49.1,0.0,149.1,0.0,0.0,0.0,living
1362,โฉนด,69863,5,4350.0,02K019/002,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
1363,โฉนด,69862,4,4349.0,02K019/003,0.0,0.0,43.1,43.1,0.0,0.0,0.0,0.0,agriculture
1364,โฉนด,69861,3,4348.0,02K019/004,0.0,0.0,41.2,41.2,0.0,0.0,0.0,0.0,agriculture
1365,โฉนด,7786,1366,2177.0,02K019/005,0.0,0.0,30.8,0.0,30.8,0.0,0.0,0.0,living
1366,โฉนด,69860,2,4347.0,02K019/006,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,wasteland
1368,โฉนด,715,1374,976.0,02K020,0.0,1.0,57.7,157.7,0.0,0.0,0.0,0.0,agriculture
1369,โฉนด,18844,1373,3044.0,02K021,0.0,1.0,20.7,0.0,120.7,0.0,0.0,0.0,living
1370,โฉนด,18843,1372,3043.0,02K022,0.0,1.0,9.8,0.0,105.675,4.125,0.0,0.0,living
1371,โฉนด,681,1027,963.0,02K023,0.0,2.0,27.1,0.0,227.1,0.0,0.0,0.0,living
1372,โฉนด,138307,68,6195.0,02K023/001,0.0,1.0,27.8,127.8,0.0,0.0,0.0,0.0,agriculture
1373,โฉนด,657,1028,964.0,02K024,0.0,0.0,32.1,0.0,32.1,0.0,0.0,0.0,living
1374,โฉนด,91797,25,4860.0,02K024/001,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,living
1375,โฉนด,91798,26,4861.0,02K024/002,0.0,0.0,20.6,0.0,20.6,0.0,0.0,0.0,living
1376,โฉนด,91799,27,4862.0,02K024/003,0.0,0.0,59.8,0.0,59.8,0.0,0.0,0.0,living
1377,โฉนด,684,1036,1064.0,02K025,0.0,0.0,67.0,0.0,67.0,0.0,0.0,0.0,living
1378,โฉนด,651,1037,960.0,02K026,0.0,0.0,78.5,0.0,78.5,0.0,0.0,0.0,living
1379,โฉนด,717,1038,961.0,02K027,0.0,1.0,6.2,0.0,106.2,0.0,0.0,0.0,living
1380,โฉนด,2689,1039,1859.0,02K028,0.0,0.0,63.8,0.0,63.8,0.0,0.0,0.0,living
1381,โฉนด,1637,1040,1063.0,02K029,0.0,0.0,45.8,0.0,37.925,7.875,0.0,0.0,living
1382,โฉนด,659,1035,959.0,02K030,0.0,1.0,78.4,0.0,178.4,0.0,0.0,0.0,living
1383,โฉนด,654,104,962.0,02K031,0.0,2.0,17.5,0.0,217.5,0.0,0.0,0.0,living
1384,โฉนด,11020,1033,2521.0,02K032,0.0,2.0,7.8,0.0,207.8,0.0,0.0,0.0,living
1385,โฉนด,2535,1029,965.0,02K033,0.0,0.0,34.4,0.0,34.4,0.0,0.0,0.0,living
1386,โฉนด,68679,2532,4323.0,02K033/001,0.0,0.0,15.1,0.0,15.1,0.0,0.0,0.0,living
1387,โฉนด,68678,2531,4322.0,02K033/002,0.0,0.0,15.1,0.0,15.1,0.0,0.0,0.0,living
1388,โฉนด,3746,1363,2063.0,02K034,0.0,0.0,69.6,0.0,0.0,0.0,0.0,69.6,misc
1389,โฉนด,13845,1030,2971.0,02K035,0.0,0.0,67.5,0.0,67.5,0.0,0.0,0.0,living
1390,โฉนด,3073,1032,2014.0,02K036,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,unknown
1391,โฉนด,353,1117,487.0,02K037,0.0,1.0,94.6,0.0,0.0,194.6,0.0,0.0,other
1392,โฉนด,1191,1116,486.0,02K038,0.0,0.0,93.0,0.0,0.0,0.0,0.0,93.0,misc
1393,โฉนด,19292,1115,3086.0,02K039,0.0,1.0,14.0,0.0,0.0,114.0,0.0,0.0,other
1394,โฉนด,356,1114,485.0,02K040,0.0,1.0,18.0,0.0,0.0,118.0,0.0,0.0,other
1395,โฉนด,519,1113,508.0,02K041,0.0,0.0,54.4,0.0,0.0,0.0,0.0,54.4,misc
1396,โฉนด,398,1111,507.0,02K042,0.0,0.0,54.4,0.0,0.0,54.4,0.0,0.0,other
1397,โฉนด,402,1112,484.0,02K043,0.0,0.0,98.0,0.0,0.0,98.0,0.0,0.0,other
1398,โฉนด,372,1118,483.0,02K044,0.0,3.0,14.0,0.0,314.0,0.0,0.0,0.0,living
1399,โฉนด,19435,1119,3116.0,02K045,0.0,0.0,58.5,0.0,58.5,0.0,0.0,0.0,living
1400,โฉนด,77126,107,4503.0,02K045/001,0.0,0.0,46.8,0.0,46.8,0.0,0.0,0.0,living
1401,โฉนด,406,1126,488.0,02K046,0.0,2.0,1.4,0.0,189.4,12.0,0.0,0.0,living
1402,โฉนด,84991,106,4738.0,02K046/001,0.0,0.0,65.4,0.0,65.4,0.0,0.0,0.0,living
1403,โฉนด,371,1125,482.0,02K047,0.0,0.0,68.1,0.0,0.0,0.0,0.0,68.1,misc
1404,โฉนด,144004,175,6507.0,02K047/001,0.0,1.0,36.2,0.0,136.2,0.0,0.0,0.0,living
1405,โฉนด,370,1120,481.0,02K048,0.0,1.0,38.6,0.0,138.6,0.0,0.0,0.0,living
1406,โฉนด,66597,111,4179.0,02K048/001,0.0,0.0,34.2,0.0,34.2,0.0,0.0,0.0,living
1407,โฉนด,66598,112,4180.0,02K048/002,0.0,0.0,98.5,0.0,98.5,0.0,0.0,0.0,living
1408,โฉนด,368,1124,480.0,02K049,0.0,1.0,0.8,0.0,100.8,0.0,0.0,0.0,living
1409,โฉนด,369,1123,479.0,02K050,0.0,1.0,16.5,0.0,0.0,116.5,0.0,0.0,other
1410,โฉนด,354,1121,478.0,02K051,0.0,0.0,72.8,0.0,72.8,0.0,0.0,0.0,living
1411,โฉนด,130705,114,5504.0,02K051/001,0.0,0.0,23.9,0.0,23.9,0.0,0.0,0.0,living
1412,โฉนด,351,1122,477.0,02K052,0.0,0.0,81.7,0.0,81.7,0.0,0.0,0.0,living
1413,โฉนด,388,1127,474.0,02K053,0.0,2.0,52.8,0.0,252.8,0.0,0.0,0.0,living
1414,โฉนด,35602,1128,3775.0,02K053/001,0.0,0.0,19.8,0.0,19.8,0.0,0.0,0.0,living
1415,โฉนด,35601,1129,3774.0,02K053/002,0.0,0.0,19.1,0.0,19.1,0.0,0.0,0.0,living
1416,โฉนด,35600,1464,3773.0,02K053/003,0.0,0.0,18.9,0.0,0.0,18.9,0.0,0.0,other
1417,โฉนด,35599,1465,3772.0,02K053/004,0.0,0.0,18.8,0.0,0.0,0.0,0.0,18.8,misc
1418,โฉนด,35598,1466,3771.0,02K053/005,0.0,0.0,18.7,0.0,0.0,18.7,0.0,0.0,other
1419,โฉนด,35597,1467,3770.0,02K053/006,0.0,0.0,18.5,0.0,0.0,18.5,0.0,0.0,other
1420,โฉนด,35596,1468,3769.0,02K053/007,0.0,0.0,21.4,0.0,21.4,0.0,0.0,0.0,living
1421,โฉนด,545,1469,476.0,02K054,0.0,1.0,55.2,0.0,0.0,155.2,0.0,0.0,other
1422,โฉนด,380,1470,473.0,02K055,0.0,0.0,67.6,0.0,67.6,0.0,0.0,0.0,living
1423,โฉนด,373,1130,475.0,02K056,0.0,0.0,70.4,70.4,0.0,0.0,0.0,0.0,agriculture
1424,โฉนด,376,1131,471.0,02K057,0.0,0.0,51.7,0.0,51.7,0.0,0.0,0.0,living
1425,โฉนด,61180,1132,3998.0,02K057/001,0.0,0.0,47.4,0.0,47.4,0.0,0.0,0.0,living
1426,โฉนด,382,1471,472.0,02K058,0.0,3.0,14.8,0.0,314.8,0.0,0.0,0.0,living
1427,โฉนด,375,1133,470.0,02K059,0.0,1.0,1.8,0.0,101.8,0.0,0.0,0.0,living
1428,โฉนด,699,1472,469.0,02K060,0.0,2.0,51.6,0.0,251.6,0.0,0.0,0.0,living
