order,type,document_number,parcel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc
1149,โฉนด,14081,797,2995,02I018,0,0,53.9,,53.9,,,
1150,โฉนด,1147,798,1024,02I019,0,1,59.5,,159.5,,,
1151,โฉนด,7715,791,2167,02I020,0,0,83.1,,83.1,,,
1152,โฉนด,849,792,1027,02I021,0,0,75.4,,75.4,,,
1153,โฉนด,14082,796,2996,02I022,0,0,50.2,,50.2,,,
1154,โฉนด,845,795,1022,02I023,0,0,49.1,,49.1,,,
1155,โฉนด,99355,831,4966,02I024/001,0,0,40.7,,40.7,,,
1156,โฉนด,99356,832,4967,02I024/002,0,0,48.1,,48.1,,,
1157,โฉนด,148673,867,6619,02I024/003,0,0,48,,48,,,
1158,โฉนด,1011,398,1305,02I025,0,1,74.2,,71.82,102.38,,
1159,โฉนด,866,786,1020,02I026,0,0,78.4,,,78.4,,
1160,โฉนด,11374,785,2583,02I027,0,1,0.9,,100.9,,,
1161,โฉนด,14083,793,2997,02I028,0,0,43,,43,,,
1162,โฉนด,14084,794,2998,02I029,0,0,49.9,,49.9,,,
1163,โฉนด,8135,800,2317,02I030,0,1,54.3,,154.3,,,
1164,โฉนด,847,784,1018,02I031,0,0,83.6,,,83.6,,
1165,โฉนด,2852,783,1940,02I032,0,0,86.5,,31,55.5,,
1166,โฉนด,894,782,1016,02I033,0,0,41.6,,,41.6,,
1167,โฉนด,80892,19,4597,02I033/001,0,0,40.4,,,,,40.4
1168,โฉนด,80891,18,4596,02I033/002,0,0,43.6,,43.6,,,
1169,โฉนด,89720,843,4830,02I033/003,0,0,21,,,21,,
1170,โฉนด,11660,781,2903,02I034,0,0,57.6,,57.6,,,
1171,โฉนด,899,780,1017,02I035,0,1,64.9,,164.9,,,
1172,โฉนด,987,779,1021,02I036,0,2,73,,273,,,
1173,โฉนด,857,778,1023,02I037,1,0,30.5,,,,430.5,
1174,โฉนด,912,774,1015,02I038,0,3,5.8,,240.1,65.75,,
1175,โฉนด,840,775,1013,02I039,0,2,60.8,,260.8,,,
1176,โฉนด,19502,776,3118,02I040,0,0,65.4,,65.4,,,
1177,โฉนด,19503,1242,3119,02I041,0,0,74.7,,74.7,,,
1178,โฉนด,897,777,1014,02I042,0,0,63.8,,63.8,,,
1179,โฉนด,26948,1243,3469,02I042/001,0,0,63.9,,63.9,,,
1180,โฉนด,839,1252,995,02I043,1,1,12,,512,,,
1181,โฉนด,843,802,994,02I044,0,1,93,,193,,,
1182,โฉนด,958,1253,993,02I045,0,1,68.7,,168.7,,,
1183,โฉนด,915,1254,992,02I046,0,0,29.2,,29.2,,,
1184,โฉนด,65479,59,4139,02I046/001,0,0,42,,42,,,
1185,โฉนด,65480,44,5388,02I046/002,0,0,38.4,38.4,,,,
1186,โฉนด,65481,45,4141,02I046/003,0,0,35.1,,35.1,,,
1187,โฉนด,65484,48,4144,02I046/004,0,0,40.3,,40.3,,,
1188,โฉนด,65483,47,4143,02I046/005,0,0,39,,39,,,
1189,โฉนด,65482,46,4142,02I046/006,0,0,35.3,,35.3,,,
1190,โฉนด,935,1256,991,02I047,0,0,52.7,,52.7,,,
1191,โฉนด,54084,1255,3989,02I047/001,0,0,52.9,,52.9,,,
1192,โฉนด,830,1257,990,02I048,0,1,11,,111,,,
1193,โฉนด,24542,1258,3206,02I049,0,0,91.8,,91.8,,,
1194,โฉนด,836,1259,989,02I050,0,0,91.7,,91.7,,,
1195,โฉนด,2208,1260,663,02I051,0,0,10.1,,10.1,,,
1196,โฉนด,127939,55,5375,02I051/001,0,0,53.5,,53.5,,,
1197,โฉนด,127940,56,5376,02I051/002,0,0,26.6,,26.6,,,
1198,โฉนด,127941,57,5377,02I051/003,0,0,26.6,,26.6,,,
1199,โฉนด,10384,1261,2437,02I052,0,0,30.5,,30.5,,,
1200,โฉนด,29219,1262,3598,02I052/001,0,0,37.1,,37.1,,,
1201,โฉนด,19097,773,3067,02I053,0,0,57.6,,,,,57.6
1202,โฉนด,19098,772,3068,02I054,0,0,32,,,,,32
1203,โฉนด,19099,771,3069,02I055,0,0,32.2,,,,,32.2
1204,โฉนด,56694,770,4009,02I055/001,0,0,30.5,,30.5,,,
1205,โฉนด,953,1240,1012,02I056,0,1,41.4,,141.4,,,
1206,โฉนด,942,1241,1008,02I057,0,1,50,,150,,,
1207,โฉนด,943,1244,1007,02I058,0,1,35.6,,135.6,,,
1208,โฉนด,844,769,1011,02I059,0,0,36,,,,,36
1209,โฉนด,869,1238,1010,02I060,0,0,50.7,,,50.7,,
1220,โฉนด,66795,177,4277,02I060/001,0,0,17.9,,,,,17.9
1221,โฉนด,67267,2634,4294,02I060/002,0,0,17.2,,,17.2,,
1222,โฉนด,67268,2635,4295,02I060/003,0,0,15.3,,15.3,,,
1223,โฉนด,98663,35,4953,02I060/004,0,0,13.4,,13.4,,,
1224,โฉนด,692,1239,1009,02I061,0,1,36,,136,,,
1225,โฉนด,846,1246,1005,02I062,0,3,20,,,,320,
1226,โฉนด,860,1245,1006,02I063,0,1,81.2,,181.2,,,
1227,โฉนด,886,1248,1004,02I065,0,1,42.9,,142.9,,,
1228,โฉนด,131824,115,5528,02I066/001,0,2,95.8,,,295.8,,
1229,โฉนด,679,1251,1001,02I070,3,2,28.2,,,,"1,428.20",
1230,โฉนด,718,1022,999,02I071,0,0,92,,92,,,
1231,โฉนด,123920,2546,5288,02I071/001,0,0,92,,,,,92
1232,โฉนด,11573,1019,2898,02I072,0,0,75.8,,75.8,,,
1233,โฉนด,719,1020,1000,02I073,0,0,66,,66,,,
1234,โฉนด,2323,1021,901,02I074,0,0,78.9,,78.9,,,
1235,โฉนด,713,1025,997,02I075,0,1,10.4,,68,,,42.4
1236,โฉนด,12583,1024,2989,02I076,0,0,57.7,,57.7,,,
1237,โฉนด,714,1023,998,02I077,0,0,75.6,,75.6,,,
1238,โฉนด,71316,7,4368,02I077/001,0,0,33.1,,33.1,,,
1239,โฉนด,732,1026,996,02I078,0,1,98.7,,198.7,,,
1240,โฉนด,808,1348,982,02I079,0,1,40.7,,140.7,,,
1241,โฉนด,93309,2621,4883,02I079/001,0,1,40.7,,140.7,,,
1242,โฉนด,803,1347,983,02I080,0,3,25.4,,325.4,,,
1243,โฉนด,876,1346,986,02I081,0,0,28.7,,28.7,,,
1244,โฉนด,877,1345,987,02I082,0,0,40,,40,,,
1245,โฉนด,92280,31,4868,02I082/001,0,0,13.2,,13.2,,,
1246,โฉนด,716,1344,1062,02I083,0,1,11.6,,111.6,,,
1247,โฉนด,21302,1343,3138,02I084,0,0,94.3,,94.3,,,
1248,โฉนด,944,1342,985,02I085,0,0,96.2,,82.2,14,,
1249,โฉนด,710,1351,979,02I086,0,0,40.9,,40.9,,,
1250,โฉนด,22249,1352,3165,02I087,0,0,40.9,,40.9,,,
1251,โฉนด,22248,1353,3164,02I088,0,0,40.9,,40.9,,,
1252,โฉนด,11659,1350,2902,02I089,0,2,34.3,,234.3,,,
1253,โฉนด,11658,1349,2901,02I090,0,0,49.6,,49.6,,,
1254,โฉนด,752,1340,984,02I091,0,1,3,,103,,,
1255,โฉนด,648,1339,980,02I092,0,0,64.4,,61.4,3,,
1256,โฉนด,21301,1341,3137,02I093,0,1,45.7,,145.7,,,
1257,657,753,1338,981,02I094,0,1,0.3,,100.3,,,
1258,โฉนด,11763,1337,2973,02I095,0,0,46.2,,46.2,,,
1259,โฉนด,723,1336,988,02I096,0,1,15.8,,115.8,,,
1260,ที่ราช,,,,02I097,,,16,,16,,,
1261,ที่ราช,,,,02I098,,,20,,20,,,
1262,ที่ราช,,,,02I099,,,28,,28,,,
1263,ที่ราช,,,,02I100,,,20,,20,,,
1264,ที่ราช,,,,02I101,,,25,,25,,,
1265,ท่ีราช,,,,02I102,,,71,,71,,,
1266,ที่ราช,,,,02I104,,,15,,15,,,
1267,ที่ราช,,,,02I105,,,42,,42,,,
1268,ท่ีราช,,,,02I106,,,46,,46,,,
1269,โฉนด,80010,2,8230,02J003,2,2,70.3,,,,"1,070.30",
1270,โฉนด,80011,3,9149,02J004,3,3,30.8,,,,"1,530.80",
1271,โฉนด,10550,1209,1356,02J009,1,1,68.6,,568.6,,,
1272,โฉนด,10551,1210,1357,02J010,0,2,74.8,,274.8,,,
1273,โฉนด,939,1356,967,02K001,0,0,61.8,,61.8,,,
1274,โฉนด,771,1355,969,02K002,0,0,55.4,,55.4,,,
1275,โฉนด,1336,1357,1745,02K002/001,0,0,8.2,,8.2,,,
1276,โฉนด,746,1354,970,02K003,0,0,90.4,,90.4,,,
1277,โฉนด,650,1359,966,02K004,0,1,27.5,,127.5,,,
1278,โฉนด,1260,1358,1743,02K005,0,1,68.9,,168.9,,,
1279,โฉนด,982,136,982,02K006,0,0,96.8,,96.8,,,
1280,โฉนด,73462,12,4418,02K006/001,0,0,52.2,,52.2,,,
1281,โฉนด,941,1361,972,02K007,0,1,10.6,,,,110.6,
1282,โฉนด,26080,1362,3386,02K007/001,0,1,23.5,,123.5,,,
1283,โฉนด,653,1370,971,02K008,0,0,21.2,,21.2,,,
1284,โฉนด,44908,1369,3816,02K008/001,0,0,64.1,,64.1,,,
1285,โฉนด,44907,1368,3815,02K008/002,0,0,68.6,,68.6,,,
1286,โฉนด,44906,1367,3814,02K008/003,0,0,67,,67,,,
1287,โฉนด,649,1375,975,02K009,0,1,72,,172,,,
1288,โฉนด,10533,1376,2442,02K010,0,0,56.1,,56.1,,,
1289,โฉนด,10535,1377,2444,02K011,0,0,27.6,,27.6,,,
1290,โฉนด,10534,1378,2443,02K012,0,0,78.8,,78.8,,,
1291,โฉนด,731,1379,978,02K013,0,1,1.9,,101.9,,,
1292,โฉนด,2680,1380,977,02K014,4,0,43.1,"1,643.10",,,,
1293,โฉนด,7785,1031,2176,02K015,0,0,80.1,,80.1,,,
1294,โฉนด,2690,1364,1860,02K016,0,0,52.3,,52.3,,,
1295,โฉนด,107740,38,5043,02K016/001,0,0,52.2,,52.2,,,
1296,โฉนด,107739,37,5042,02K016/002,0,0,52.2,,52.2,,,
1297,โฉนด,738,1365,973,02K017,0,0,14,,14,,,
1298,โฉนด,84804,2538,4692,02K017/001,0,0,29.3,,,,,29.3
1299,โฉนด,85058,24,4740,02K017/002,0,0,13.8,,13.8,,,
1300,โฉนด,85057,23,4739,02K017/003,0,0,18,,18,,,
1301,โฉนด,683,1371,974,02K019,0,0,1.1,,1.1,,,
1302,โฉนด,69864,6,4351,02K019/001,0,1,49.1,,149.1,,,
1303,โฉนด,69863,5,4350,02K019/002,0,0,50,,50,,,
1304,โฉนด,69862,4,4349,02K019/003,0,0,43.1,43.1,,,,
1305,โฉนด,69861,3,4348,02K019/004,0,0,41.2,41.2,,,,
1306,โฉนด,7786,1366,2177,02K019/005,0,0,30.8,,30.8,,,
1307,โฉนด,69860,2,4347,02K019/006,0,0,31,,,,31,
1308,โฉนด,715,1374,976,02K020,0,1,57.7,157.7,,,,
1309,โฉนด,18844,1373,3044,02K021,0,1,20.7,,120.7,,,
1310,โฉนด,18843,1372,3043,02K022,0,1,9.8,,109.8,,,
1311,โฉนด,681,1027,963,02K023,0,2,27.1,,227.1,,,
1312,โฉนด,138307,68,6195,02K023/001,0,1,27.8,127.8,,,,
1313,โฉนด,657,1028,964,02K024,0,0,32.1,,32.1,,,
1314,โฉนด,91797,25,4860,02K024/001,0,0,48,,48,,,
1315,โฉนด,91798,26,4861,02K024/002,0,0,20.6,,20.6,,,
1316,โฉนด,91799,27,4862,02K024/003,0,0,59.8,,59.8,,,
1317,โฉนด,684,1036,1064,02K025,0,0,67,,67,,,
1318,โฉนด,651,1037,960,02K026,0,0,78.5,,78.5,,,
1319,โฉนด,717,1038,961,02K027,0,1,6.2,,106.2,,,
1320,โฉนด,2689,1039,1859,02K028,0,0,63.8,,63.8,,,
1321,โฉนด,1637,1040,1063,02K029,0,0,45.8,,37.925,7.875,,
1322,โฉนด,659,1035,959,02K030,0,1,78.4,,178.4,,,
1323,โฉนด,654,104,962,02K031,0,2,17.5,,217.5,,,
1324,โฉนด,11020,1033,2521,02K032,0,2,7.8,,207.8,,,
1325,โฉนด,2535,1029,965,02K033,0,0,34.4,,34.4,,,
1326,โฉนด,68679,2532,4323,02K033/001,0,0,15.1,,15.1,,,
1327,โฉนด,68678,2531,4322,02K033/002,0,0,15.1,,15.1,,,
1328,โฉนด,3746,1363,2063,02K034,0,0,69.6,,,,,69.6
1329,โฉนด,13845,1030,2971,02K035,0,0,67.5,,67.5,,,
1330,โฉนด,3073,1032,2014,02K036,0,2,20,,220,,,
1331,,,,,02K036,,,,,,,,
1332,โฉนด,353,1117,487,02K037,0,1,94.6,,,194.6,,
1333,โฉนด,1191,1116,486,02K038,0,0,93,,,,,93
1334,โฉนด,19292,1115,3086,02K039,0,1,14,,,114,,
1335,โฉนด,356,1114,485,02K040,0,1,18,,,118,,
1336,โฉนด,519,1113,508,02K041,0,0,54.4,,,,,54.4
1337,โฉนด,398,1111,507,02K042,0,0,54.4,,,54.4,,
1338,โฉนด,402,1112,484,02K043,0,0,98,,98,,,
1339,โฉนด,372,1118,483,02K044,0,3,14,,314,,,
1340,โฉนด,133478,116,5890,02K045,0,0,53.5,,53.5,,,
1341,โฉนด,19435,1119,3116,02K045/001,0,0,58.5,,58.5,,,
1342,โฉนด,406,1126,488,02K046,0,2,1.4,,189.4,12,,
1343,โฉนด,84991,106,4738,02K046/001,0,0,65.4,,65.4,,,
1344,โฉนด,371,1125,482,02K047,0,0,68.1,,68.1,,,
1345,โฉนด,144004,175,6507,02K047/001,0,1,36.2,,136.2,,,
1346,โฉนด,370,1120,481,02K048,0,1,38.6,,138.6,,,
1347,โฉนด,66597,111,4179,02K048/001,0,0,34.2,,34.2,,,
1348,โฉนด,66598,112,4180,02K048/002,0,0,98.5,,98.5,,,
1349,โฉนด,368,1124,480,02K049,0,1,0.8,,100.8,,,
1350,โฉนด,369,1123,479,02K050,0,1,16.5,,116.5,,,
1351,โฉนด,354,1121,478,02K051,0,0,72.8,,72.8,,,
1352,โฉนด,130705,114,5504,02K051/001,0,0,23.9,,23.9,,,
1353,โฉนด,351,1122,477,02K052,0,0,81.7,,81.7,,,
1354,โฉนด,388,1127,474,02K053,0,2,52.8,,252.8,,,
1355,โฉนด,35602,1128,3775,02K053/001,0,0,19.8,,19.8,,,
1356,โฉนด,35601,1129,3774,02K053/002,0,0,19.7,,19.7,,,
1357,โฉนด,35600,1464,3773,02K053/003,0,0,18.9,,,,,18.9
1358,โฉนด,35599,1465,3772,02K053/004,0,0,18.8,,,18.8,,
1359,โฉนด,35598,1466,3771,02K053/005,0,0,18.7,,,,,18.7
1360,โฉนด,35597,1467,3770,02K053/006,0,0,18.5,,,,,18.5
1361,โฉนด,35596,1468,3769,02K053/007,0,0,21.4,,21.4,,,
1362,โฉนด,545,1469,476,02K054,0,1,55.2,,,,,155.2
1363,โฉนด,380,1470,473,02K055,0,0,67.6,,67.6,,,
1364,โฉนด,373,1130,475,02K056,0,0,70.4,70.4,,,,
1365,โฉนด,376,1131,471,02K057,0,0,51.7,,51.7,,,
1366,โฉนด,61180,1132,3998,02K057/001,0,0,47.4,,47.4,,,
1367,โฉนด,382,1471,472,02K058,0,3,14.8,,314.8,,,
1368,โฉนด,375,1133,470,02K059,0,1,1.8,,101.8,,,
1369,โฉนด,699,1472,469,02K060,0,2,51.6,,251.6,,,
1370,โฉนด,5590,1134,2082,02K061,0,0,95.8,,95.8,,,
1371,โฉนด,2756,2162,489,02K062,6,1,42.7,"2,542.70",,,,
1372,โฉนด,1698,1141,510,02K063,4,0,32,,"1,632.00",,,
1373,โฉนด,225,1140,468,02K064,0,0,92.9,,92.9,,,
1374,โฉนด,2547,2417,1831,02K065,0,1,23.2,,123.2,,,
1375,โฉนด,256,1138,462,02K066,0,2,19.7,219.7,,,,
1376,โฉนด,84273,2535,4689,02K066/001,0,1,58.7,158.7,,,,
1377,โฉนด,84274,2536,4690,02K066/002,0,1,45.8,,145.8,,,
1378,โฉนด,84275,2537,4691,02K066/003,0,0,73,,73,,,
1379,โฉนด,25532,1137,3335,02K067,0,1,38.4,,138.4,,,
1380,โฉนด,257,1135,461,02K068,0,1,31.7,,131.7,,,
1381,โฉนด,13395,1473,2434,02K069,0,1,59.1,,159.1,,,
1382,โฉนด,229,1474,460,02K070,0,1,14.5,,114.5,,,
1383,โฉนด,541,1480,467,02K071,0,1,67.7,,167.7,,,
1384,โฉนด,97616,32,4930,02K072,0,0,87.4,,87.4,,,
1385,โฉนด,2299,1481,465,02K072/001,0,0,87.4,,87.4,,,
1386,โฉนด,201,1483,466,02K073,0,0,27.2,,,,,27.2
1387,โฉนด,75354,19,4473,02K073/001,0,0,18.2,,,,,18.2
1388,โฉนด,75350,15,4469,02K073/002,0,0,21.7,,21.7,,,
1389,โฉนด,75351,16,4470,02K073/003,0,0,15.3,,15.3,,,
1390,โฉนด,75352,17,4471,02K073/004,0,0,15.4,,15.4,,,
1391,โฉนด,75353,18,4472,02K073/005,0,0,21.1,,,,,21.1
1392,โฉนด,249,1482,464,02K074,0,1,49.2,,149.2,,,
1393,โฉนด,536,1479,453,02K075,0,2,2,,202,,,
1394,โฉนด,347,1478,463,02K077,0,2,20.4,,220.4,,,
1395,โฉนด,,,,02K078,0,2,69,269,,,,
1396,โฉนด,360,1221,504,02K079,0,1,39.9,,139.9,,,
1397,โฉนด,29429,1223,3617,02K079/001,0,0,86.3,,86.3,,,
1398,โฉนด,29430,1222,3618,02K079/002,0,0,53.8,,53.8,,,
1399,โฉนด,246,1225,506,02K080,0,1,11.1,,111.1,,,
1400,โฉนด,71779,8,4385,02K080/001,0,1,58.7,,158.7,,,
1401,โฉนด,263,1226,505,02K081,0,0,39.5,,39.5,,,
1402,โฉนด,96805,30,4925,02K081/001,0,1,9.7,,109.7,,,
1403,โฉนด,1193,1232,459,02K082,0,1,94,,194,,,
1404,โฉนด,19285,1231,3023,02K083,0,1,31.1,,131.1,,,
1405,โฉนด,19284,1230,3022,02K084,0,0,56.2,,56.2,,,
1406,โฉนด,258,1233,456,02K085,0,0,77.7,,77.7,,,
1407,โฉนด,7901,1234,457,02K086,0,0,53,,53,,,
1408,โฉนด,544,1235,458,02K087,0,0,38.4,,38.4,,,
1409,โฉนด,216,1136,455,02K088,0,2,21.3,,221.3,,,
1410,โฉนด,537,1475,452,02K089,0,2,52.1,,252.1,,,
1411,โฉนด,337,1477,450,02K090,0,1,62.3,,162.3,,,
1412,โฉนด,540,1236,454,02K091,0,2,42.3,,242.3,,,
1413,โฉนด,672,1237,451,02K092,0,2,47.4,,247.4,,,
1414,โฉนด,242,1476,449,02K093,0,0,55.3,,55.3,,,
1415,โฉนด,26597,2401,3442,02K093/001,0,0,55.3,,55.3,,,
1416,โฉนด,311,1219,448,02L001,0,1,28.4,,128.4,,,
1417,โฉนด,120934,1238,5166,02L001/001,0,0,64.2,,64.2,,,
1418,โฉนด,120935,1239,5167,02L001/002,0,0,64.2,,,,64.2,
1419,โฉนด,357,1220,443,02L002,0,1,5.3,,105.3,,,
1420,โฉนด,950,2171,442,02L003,0,1,53.5,,153.5,,,
1421,โฉนด,144,1227,440,02L004,0,1,4.3,,104.3,,,
1422,โฉนด,240,1228,441,02L005,0,0,91.4,,91.4,,,
1423,โฉนด,517,2170,444,02L006,0,2,60.5,,,70.6875,,189.8
1424,โฉนด,539,2169,445,02L007,0,1,51.9,,151.9,,,
1425,โฉนด,304,2168,511,02L008,0,1,69,,,169,,
1426,โฉนด,367,2167,446,02L009,0,1,64.6,,,164.6,,
1427,โฉนด,243,2172,447,02L010,0,2,16.1,,216.1,,,
1428,โฉนด,61290,24,3965,02L010/001,0,0,52.6,,52.6,,,
1429,โฉนด,61287,21,3962,02L010/002,0,0,19.3,,19.3,,,
1430,โฉนด,61289,23,3964,02L010/003,0,0,50.4,,50.4,,,
1431,โฉนด,61288,22,3963,02L010/004,0,0,48.7,,48.7,,,
1432,โฉนด,214,2175,439,02L011,0,1,72,,172,,,
1433,โฉนด,26568,2173,3437,02L011/001,0,1,7.2,,107.2,,,
1434,โฉนด,26567,2174,3436,02L011/002,0,0,89.7,,89.7,,,
1435,โฉนด,194,1229,437,02L012,0,1,41.7,,141.7,,,
1436,โฉนด,223,2176,438,02L013,0,1,39.7,,139.7,,,
1437,โฉนด,241,2177,436,02L014,0,2,13.2,,213.2,,,
1438,โฉนด,156,2178,435,02L015,0,2,31.1,,231.1,,,
1439,โฉนด,253,2179,433,02L016,0,1,16.9,,116.9,,,
1440,โฉนด,291,2180,434,02L017,0,0,63.5,,63.5,,,
1441,โฉนด,415,2210,392,02L018,0,1,93.9,,,192.9,,
1442,โฉนด,54209,2212,3966,02L018/001,0,2,0,,,200,,
1443,โฉนด,621,2208,382,02L019,0,2,22.4,,200.7,21.75,,
1444,โฉนด,2883,2197,1953,02L020,0,0,61.2,,61.2,,,
1445,โฉนด,476,2198,380,02L021,0,0,70.6,,,,70.6,
1446,โฉนด,8360,2196,2367,02L022,0,0,70.9,70.9,,,,
1447,โฉนด,2816,2199,1427,02L023,0,0,71.1,71.1,,,,
1448,โฉนด,247,2195,387,02L024,0,0,76.7,,76.7,,,
1449,โฉนด,284,2194,385,02L025,0,0,76.4,,76.4,,,
1450,โฉนด,248,2189,389,02L026,0,1,58,,158,,,
1451,โฉนด,286,2188,391,02L027,0,0,83.4,,83.4,,,
1452,โฉนด,275,2187,406,02L028,0,1,2.3,,,102.3,,
1453,โฉนด,292,2181,388,02L029,0,0,62.6,,41.2,21.375,,
1454,โฉนด,10840,2182,2469,02L030,0,0,13.5,,13.5,,,
1455,โฉนด,30509,2183,3715,02L030/001,0,0,12.5,,,,,12.5
1456,โฉนด,30508,2184,3714,02L030/002,0,0,11.8,,,,,11.8
1457,โฉนด,30507,2185,3713,02L030/003,0,0,11.4,,,,,11.4
1458,โฉนด,30506,2186,3712,02L030/004,0,0,12.4,,,,,12.4
1459,โฉนด,213,2190,386,02L031,0,1,76.5,,176.5,,,
1460,โฉนด,209,2192,384,02L032,0,0,61.4,61.4,,,,
1461,โฉนด,1961,2193,1760,02L033,0,0,76.4,,76.4,,,
1462,โฉนด,210,2200,381,02L034,0,1,24.1,,124.1,,,
1463,โฉนด,279,2213,394,02L035,0,1,74.4,,174.4,,,
1464,โฉนด,255,2214,503,02L036,0,0,22.4,,22.4,,,
1465,โฉนด,535,2216,502,02L037,0,0,76.5,,,,,76.5
1466,โฉนด,25735,2215,3376,02L037/001,0,1,36,,,136,,
1467,โฉนด,266,2217,501,02L038,0,0,20.4,,20.4,,,
1468,โฉนด,139,2211,393,02L039,0,1,30,,130,,,
1469,โฉนด,138,2209,383,02L040,0,1,46.1,,146.1,,,
1470,โฉนด,212,2207,379,02L041,0,1,67.5,,167.5,,,
1471,โฉนด,277,2206,378,02L042,0,0,14.9,,14.9,,,
1472,โฉนด,196,2205,377,02L043,0,1,20.1,,120.1,,,
1473,โฉนด,1217,2202,5391,02L044,0,0,36.1,36.1,,,,
1474,โฉนด,338,2201,376,02L045,0,0,94.2,94.2,,,,
1475,โฉนด,218,2204,375,02L046,0,1,59.1,,159.1,,,
1476,โฉนด,30503,2203,3711,02L046/001,0,0,16.6,,16.6,,,
1477,โฉนด,290,2218,499,02L047,0,0,35.1,,35.1,,,
1478,โฉนด,290,2218,499,02L047,0,0,20.65,,,20.65,,
1479,โฉนด,191,2219,498,02L048,0,0,11.4,,11.4,,,
1480,โฉนด,131617,2713,5523,02L048/001,0,0,11.4,,11.4,,,
1481,โฉนด,131616,2712,5522,02L048/002,0,0,25.1,,25.1,,,
1482,โฉนด,188,2220,500,02L049,0,1,30.4,,,130.4,,
1483,โฉนด,140,2221,497,02L050,1,1,28.8,,,528.8,,
1484,โฉนด,135,2240,369,02L051,0,2,35.3,,235.3,,,
1485,โฉนด,136,2241,370,02L052,0,1,3.3,,103.3,,,
1486,โฉนด,197,2243,372,02L053,0,0,76.3,76.3,,,,
1487,โฉนด,92185,8,4866,02L053/001,0,0,81.5,,81.5,,,
1488,โฉนด,137,2242,371,02L054,0,0,30.1,,30.1,,,
1489,โฉนด,9393,2246,2395,02L055,0,0,54.6,,54.6,,,
1490,โฉนด,10103,2248,2424,02L056,0,0,27.8,,27.8,,,
1491,โฉนด,195,2247,374,02L057,0,0,50.3,,50.3,,,
1492,โฉนด,198,2245,373,02L058,0,0,54.4,,54.4,,,
1493,โฉนด,9362,2244,2394,02L059,0,0,38.8,,38.8,,,
1494,โฉนด,134,2239,368,02L060,0,1,89.1,,189.1,,,
1495,โฉนด,132,2238,366,02L061,0,1,74.8,,174.8,,,
1496,โฉนด,341,2233,365,02L062,0,1,52.9,,152.9,,,
1497,โฉนด,6765,2237,2090,02L063,0,0,89.1,,89.1,,,
1498,โฉนด,6766,2236,2091,02L064,0,0,78,,78,,,
1499,โฉนด,130,2234,363,02L066,0,2,58.2,,258.2,,,
1500,โฉนด,131,2232,364,02L067,0,1,70,170,,,,
1501,โฉนด,9737,2231,2405,02L068,0,0,52,,52,,,
1502,โฉนด,129,2230,362,02L069,0,0,53.6,,53.6,,,
1503,โฉนด,9738,2229,2406,02L070,0,0,52,,52,,,
1504,โฉนด,190,2222,360,02L071,0,3,47,,347,,,
1505,โฉนด,271,2225,358,02L074,0,2,28.9,,214.9,14,,
1506,โฉนด,127,2228,357,02L075,0,1,28.4,,128.4,,,
1507,โฉนด,215,2227,356,02L076,0,1,54.5,,154.5,,,
1508,โฉนด,208,2226,390,02L077,0,1,20,,,,,120
1509,นสล,ลพ.0842,10,,02L078,0,0,40.7,40.7,,,,
1510,โฉนด,1526,896,1475,03A001,0,1,69.8,,169.8,,,
1511,โฉนด,1722,897,1476,03A002,0,0,50,50,,,,
1512,โฉนด,1968,898,1506,03A003,0,0,53,,53,,,
1513,โฉนด,4043,899,2031,03A004,0,0,82,,82,,,
1514,โฉนด,1578,901,1477,03A005,0,0,81.8,,81.8,,,
1515,โฉนด,2268,900,1478,03A006,0,0,98.5,,92.5,6,,
1516,โฉนด,1511,902,1479,03A007,0,0,69.8,,69.8,,,
1517,โฉนด,1663,903,1480,03A008,0,1,11.7,,111.7,,,
1518,โฉนด,1771,904,1481,03A009,0,1,95.6,,195.6,,,
1519,โฉนด,2309,905,1483,03A010,0,3,63.6,,363.6,,,
1520,โฉนด,1505,907,1484,03A011,1,0,8.5,,408.5,,,
1521,โฉนด,2619,906,1482,03A012,1,1,7.1,,507.1,,,
1522,โฉนด,1278,908,1485,03A013,0,2,12.1,,212.1,,,
1523,โฉนด,2308,912,1486,03A014,0,1,9.7,,109.7,,,
1524,โฉนด,1341,909,1693,03A016,0,2,47.1,,224.1,23,,
1525,โฉนด,49940,910,3911,03A016/001,0,2,47.1,247.1,,,,
1526,โฉนด,1774,911,1487,03A017,0,2,26.3,,226.3,,,
1527,โฉนด,1345,914,1488,03A018,0,2,20.3,,220.3,,,
1528,โฉนด,18775,915,3048,03A019,0,0,87.1,,87.1,,,
1529,โฉนด,136258,986,6107,03A019/001,0,0,7.7,,7.7,,,
1530,โฉนด,2350,917,902,03A020,1,0,23.7,423.7,,,,
1531,โฉนด,1828,918,1582,03A021,1,1,10,,510,,,
1532,โฉนด,2007,916,1489,03A022,0,3,23.7,,323.7,,,
1533,โฉนด,2721,919,1490,03A023,0,3,37,,337,,,
1534,โฉนด,2708,968,1680,03A024,0,1,83.1,,167.35,15.75,,
1535,โฉนด,1319,969,1524,03A025,0,1,36.1,,136.1,,,
1536,โฉนด,1667,920,1583,03A026,8,1,37.9,,,,3379.9,
1537,โฉนด,1037,931,5390,03A027,2,1,19.4,919.4,,,,
1538,โฉนด,1093,929,1492,03A028,0,2,16.9,,216.9,,,
