order,type,document_number,parcel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc
59,โฉนด,79700,10,4548,03B013/004,0,0,32.7,,,32.70,,
60,โฉนด,1785,1048,1513,03B015,7,1,83.7,,,2983.70,,
61,โฉนด,1399,1050,1585,03B020,1,0,68.4,,,,468.40,
62,โฉนด,100837,25,4955,03B020/001,0,3,69.3,,369.30,,,
63,โฉนด,101760,26,5008,03B020/002,0,0,72.8,,,,72.80,
64,โฉนด,2730,966,1878,03B021,4,0,2,,,,1602.00,
65,โฉนด,100835,13,5002,03B021/001,0,0,67.4,,,,67.40,
66,โฉนด,100836,14,4968,03B021/002,3,1,1.6,,,,1301.60,
67,โฉนด,2420,967,1822,03C001,12,3,69.2,,,5169.20,,
68,โฉนด,2408,1069,1814,03C002,9,2,16.2,,,3816.20,,
69,โฉนด,2530,1068,1835,03C003,0,1,97.5,,,,197.50,
70,โฉนด,75593,14,4497,03C003/001,0,3,72.2,,,,372.20,
71,โฉนด,75592,13,4496,03C003/002,1,0,1,,,,401.00,
72,โฉนด,75591,12,4495,03C003/003,1,0,1,,,,401.00,
73,โฉนด,75590,11,4494,03C003/004,1,0,1,,,,401.00,
74,โฉนด,75589,10,4493,03C003/005,0,1,58.9,,,,158.90,
75,โฉนด,1671,1070,1598,03C004,0,1,57.9,,,,157.90,
76,โฉนด,80949,4,4560,03C004/001,2,2,90.9,,,,1090.90,
77,โฉนด,80950,21,4561,03C004/002,1,0,0,,,,400.00,
78,โฉนด,80951,22,4562,03C004/003,1,0,0,,,,400.00,
79,โฉนด,2058,1071,1597,03C005,2,2,13,,,,1013.00,
80,โฉนด,120768,32,5155,03C005/001,4,3,68.9,,,,1968.90,
81,โฉนด,137333,46,6172,03C005/002,0,0,41.1,,,,41.10,
82,โฉนด,137334,47,6173,03C005/003,0,0,41.1,,,,41.10,
83,โฉนด,137335,48,6174,03C005/004,0,0,41.1,,,,41.10,
84,โฉนด,137336,49,6175,03C005/005,0,0,41.2,,,,41.20,
85,โฉนด,137337,50,6176,03C005/006,0,0,41.3,,,,41.30,
86,โฉนด,137338,51,6177,03C005/007,0,0,41.4,,,,41.40,
87,โฉนด,137339,52,6178,03C005/008,0,0,41.5,,,,41.50,
88,โฉนด,137340,53,6179,03C005/009,1,2,67.2,,,,667.20,
89,โฉนด,1525,1072,1677,03C006,9,0,68.3,,,,3668.30,
90,น.ส.ล,ลพ 1083,,,03D001,5,2,18,,,,,
91,โฉนด,25585,816,3343,03D002,0,0,56.3,,56.30,,,
92,โฉนด,6594,817,2089,03D003,0,0,59.1,,,59.10,,
93,โฉนด,952,818,1204,03D004,0,0,46.3,,46.30,,,
94,โฉนด,956,819,1203,03D005,0,1,60,,,160.00,,
95,โฉนด,1449,827,1202,03D006,2,0,56.9,,,856.90,,
96,โฉนด,2318,829,1205,03D007,1,0,54.7,,454.70,,,
97,โฉนด,93615,39,4889,03D007/001,0,0,77.3,,77.30,,,
98,โฉนด,93614,26,8023,03D007/002,0,0,54.3,,54.30,,,
99,โฉนด,93613,37,4887,03D007/003,0,0,52.6,,52.60,,,
100,โฉนด,1461,828,1201,03D008,1,0,79.2,,,479.20,,
101,โฉนด,955,826,1200,03D009,0,0,73.9,,,,,
102,โฉนด,27058,820,3526,03D009/001,0,0,83.5,,,83.50,,
103,โฉนด,27059,821,3527,03D009/002,0,0,48.4,,48.40,,,
104,โฉนด,27060,822,3528,03D009/003,0,0,56.4,,,56.40,,
105,โฉนด,27061,823,3529,03D009/004,0,0,42.6,,42.60,,,
106,โฉนด,27062,825,3530,03D009/005,0,0,79.2,,79.20,,,
107,โฉนด,910,824,1197,03D010,0,2,61.2,,,261.20,,
108,โฉนด,862,1270,1196,03D011,0,1,77,,,177.00,,
109,โฉนด,29376,1269,3611,03D011/001,0,1,29.6,,,129.60,,
110,โฉนด,863,1271,1198,03D012,0,1,79.6,,,179.60,,
111,โฉนด,1401,1273,1199,03D013,0,1,52.1,152.1,,,,
112,โฉนด,27705,1272,3504,03D013/001,0,1,61.1,161.1,,,,
113,โฉนด,2147,1275,1194,03D014,0,1,5.2,,105.20,,,
114,โฉนด,25671,1276,3356,03D014/001,0,1,96.6,,,196.60,,
115,โฉนด,46817,1274,3866,03D014/002,0,0,76.4,,,76.40,,
116,โฉนด,1875,1279,1193,03D015,0,2,11.1,211.1,,,,
117,โฉนด,27072,1277,3531,03D015/001,0,1,61.3,,,161.30,,
118,โฉนด,27073,1278,3532,03D015/002,0,1,58.2,,,158.20,,
119,โฉนด,2759,1280,1195,03D016,7,0,10.5,,,,,
120,โฉนด,1261,830,1523,03D017,3,0,67.9,,,1267.90,,
121,โฉนด,25516,69,3443,03D018,0,0,49.8,,49.80,,,
122,โฉนด,51004,1282,3950,03D018/001,0,0,29.9,,29.90,,,
123,โฉนด,2882,70,1952,03D019,0,1,28.1,,120.10,8.00,,
124,โฉนด,66403,176,4117,03D019/001,0,1,65.8,165.8,,,,
125,โฉนด,66402,175,4116,03D019/002,0,0,11.9,,11.90,,,
126,โฉนด,90927,1284,2510,03D019/003,0,1,28,,128.00,,,
127,โฉนด,10928,1054,2511,03D020,0,1,39.7,,,,139.70,
128,โฉนด,10929,,,03D021,0,1,21.1,,,,121.10,
129,โฉนด,10930,1056,2513,03D022,0,0,17,,,,17.00,
130,โฉนด,10942,1057,2514,03D023,0,1,8.6,,108.60,,,
131,โฉนด,10943,1058,2515,03D024,0,1,37.8,,,137.80,,
132,โฉนด,10944,1059,2516,03D025,0,1,36.7,,136.70,,,
133,โฉนด,10945,1060,2517,03D026,0,1,31.9,,,,131.90,
134,โฉนด,10946,,,03D027,0,0,82.6,,,,82.60,
135,โฉนด,10960,1062,2506,03D028,0,0,48.1,,,,48.10,
136,โฉนด,10961,1063,2485,03D029,0,1,26.4,,,,126.40,
137,โฉนด,10962,1064,2486,03D030,0,1,22.9,,,,122.90,
138,โฉนด,10963,1065,2487,03D031,0,1,18.9,,118.90,,,
139,โฉนด,10964,1066,2488,03D032,0,1,17.4,,111.40,6.00,,
140,โฉนด,10965,1067,2489,03D033,0,1,42,,142.00,,,
141,โฉนด,7389,1283,2106,03D034,1,0,0,,400.00,,,
142,โฉนด,10927,1284,2510,03D035,0,1,42.3,,142.30,,,
143,โฉนด,10926,1089,2494,03D036,0,1,35.9,,,,135.90,
144,โฉนด,10925,1088,2493,03D037,0,0,31.5,,,31.50,,
145,โฉนด,10941,1085,2504,03D038,0,1,3.7,,,103.70,,
146,โฉนด,10940,1084,2503,03D039,0,1,34.8,,,,134.80,
147,โฉนด,10939,1083,2502,03D040,0,1,35,,,,135.00,
148,โฉนด,10938,1082,2501,03D041,0,1,34.8,,,,134.80,
149,โฉนด,10937,1081,2500,03D042,0,0,65,,65.00,,,
150,โฉนด,10959,1080,2507,03D043,0,0,69,,69.00,,,
151,โฉนด,10958,1078,2484,03D044,0,1,35.2,,,,135.20,
152,โฉนด,10957,1077,2483,03D045,0,1,35.4,,,,135.40,
153,โฉนด,10954,1074,2480,03D048,0,3,97,,397.00,,,
154,โฉนด,10922,1285,2490,03D049,0,1,34.3,,134.30,,,
155,โฉนด,10923,1090,2491,03D050,0,1,34.9,,,134.90,,
156,โฉนด,10924,1091,2492,03D051,0,0,45.7,,,45.70,,
157,โฉนด,10932,1092,2495,03D052,0,0,89.1,,,89.10,,
158,โฉนด,10933,1093,2496,03D053,0,1,34.7,,134.70,,,
159,โฉนด,10934,1094,2497,03D054,0,1,34.6,,,,134.60,
160,โฉนด,10935,1095,2498,03D055,0,1,34.5,,,,134.50,
161,โฉนด,10936,1096,2499,03D056,0,0,76,,76.00,,,
162,โฉนด,10949,1097,2508,03D057,0,0,57.9,,57.90,,,
163,โฉนด,10950,1098,2509,03D058,0,1,32.9,,132.90,,,
164,โฉนด,10951,1099,2477,03D059,0,1,31.8,,,131.80,,
165,โฉนด,10952,1100,2478,03D060,0,1,30.9,,130.90,,,
166,โฉนด,10953,1102,2479,03D061,0,1,10,,110.00,,,
167,โฉนด,29014,1101,3568,03D061/001,0,1,12.1,,112.10,,,
168,โฉนด,861,1268,1192,03D062,0,1,1.4,,101.40,,,
169,โฉนด,46801,1267,3873,03D062/001,0,0,64.8,,,64.80,,
170,โฉนด,46802,1266,3874,03D062/002,0,0,74.6,,,74.60,,
171,โฉนด,882,1264,1190,03D063,0,0,53.5,,,,,
172,โฉนด,66690,170,4206,03D063/001,0,0,84.2,,,84.20,,
173,โฉนด,66691,171,4207,03D063/002,0,0,74,,69.00,5.00,,
174,โฉนด,11687,1263,2972,03D064,0,1,5.9,,,105.90,,
175,โฉนด,917,1265,1191,03D065,0,0,99.5,,99.50,,,
176,โฉนด,62740,86,4095,03D065/001,0,0,89.7,,89.70,,,
177,โฉนด,868,1325,1189,03D066,0,0,60.1,,,60.10,,
178,โฉนด,7240,1326,2084,03D067,0,0,63.7,,,63.70,,
179,โฉนด,1083,1324,1188,03D068,0,0,75.2,,75.20,,,
180,โฉนด,27114,1323,3499,03D068/001,0,0,35.3,,35.30,35.30,,
181,โฉนด,2300,1321,1187,03D069,0,0,36.1,,,36.10,,
182,โฉนด,2824,1320,1929,03D070,0,0,42.9,,,42.90,,
183,โฉนด,972,1322,1186,03D071,0,0,34.4,,34.40,,,
184,โฉนด,22710,1327,3161,03D072,0,0,48.4,,,48.40,,
185,โฉนด,2705,1329,1867,03D073,0,0,65.2,,65.20,,,
186,โฉนด,22711,1328,3162,03D074,0,0,38.1,,,38.10,,
187,โฉนด,820,1330,1185,03D075,0,0,74.4,,,74.40,,
188,โฉนด,951,1331,1184,03D076,0,0,73.6,,,73.60,,
189,โฉนด,806,1332,1181,03D077,0,1,8.9,,108.90,,,
190,โฉนด,777,1335,1183,03D078,0,1,26,,126.00,,,
191,โฉนด,135623,66,6085,03D078/001,0,0,48.5,,48.50,,,
192,โฉนด,2489,1334,1182,03D079,0,1,58.5,,158.50,,,
193,โฉนด,782,1333,1180,03D080,0,0,72.3,72.3,,,,
194,โฉนด,98754,33,4947,03D080/001,0,0,59.1,,,,59.10,
195,โฉนด,98755,34,4948,03D080/002,0,0,72.3,,,72.30,,
196,โฉนด,789,1319,1177,03D081,0,0,94.8,,,94.80,,
197,โฉนด,2311,1318,1207,03D082,0,1,15.3,,115.30,,,
198,โฉนด,63193,258,4016,03D082/001,0,1,15.9,,115.90,,,
199,โฉนด,63192,1317,4015,03D082/002,0,0,18.9,,18.90,,,
200,โฉนด,25248,1302,3305,03D083,0,0,67.1,,67.10,,,
201,โฉนด,25247,1303,3304,03D084,0,0,62.4,,62.40,,,
202,โฉนด,25242,1299,3299,03D085,0,0,62.5,,62.50,,,
203,โฉนด,25243,1300,3300,03D086,0,0,59.8,,59.80,,,
204,โฉนด,25260,1298,3306,03D087,0,0,97,,,97.00,,
205,โฉนด,25261,1297,3307,03D088,0,0,97.4,,97.40,,,
206,โฉนด,909,1296,1170,03D089,0,1,94.5,,,194.50,,
207,โฉนด,1960,1292,1759,03D090,0,0,97.7,,,97.70,,
208,โฉนด,128465,58,5393,03D090/001,0,0,97.3,,,97.30,,
209,โฉนด,785,1315,1178,03D091,0,1,78,,178.00,,,
210,โฉนด,967,1316,1176,03D092,0,1,33.8,,133.80,,,
211,โฉนด,792,1314,1174,03D093,0,0,36.3,,36.30,,,
212,โฉนด,84341,2675,4699,03D093/001,0,0,50,,50.00,,,
213,โฉนด,84342,2676,4700,03D093/002,0,0,82,,82.00,,,
214,โฉนด,84343,2677,4701,03D093/003,0,1,31.7,,,131.70,,
215,โฉนด,680,1313,1179,03D094,0,0,79.5,,79.50,,,
216,โฉนด,38058,1312,3780,03D094/001,0,0,48.9,,48.90,,,
217,โฉนด,827,1311,1173,03D095,0,0,32.6,,32.60,,,
218,โฉนด,29423,1310,3621,03D095/001,0,0,50.2,,,50.20,,
219,โฉนด,25246,1304,3303,03D096,0,0,64.1,,64.10,,,
220,โฉนด,25245,1305,3302,03D097,0,0,37.8,,37.80,,,
221,โฉนด,25244,1306,3301,03D098,0,0,86.7,,86.70,,,
222,โฉนด,2417,1309,1821,03D099,0,0,82.5,,82.50,,,
223,โฉนด,29440,1307,3622,03D099/001,0,0,73.2,,73.20,,,
224,โฉนด,29441,1308,3623,03D099/002,0,0,42.6,,,42.60,,
225,โฉนด,801,1295,1171,03D100,0,3,1.7,,301.70,,,
226,โฉนด,895,1294,1169,03D101,0,2,10.8,,,210.80,,
227,โฉนด,978,1293,1168,03D102,1,3,73.6,,773.60,,,
228,โฉนด,6339,1291,2087,03D103,0,1,64.1,,,164.10,,
229,โฉนด,21804,1290,3140,03D104,0,2,0,,,200.00,,
230,โฉนด,1787,1288,1708,03D105,0,3,0.8,,266.80,34.00,,
231,โฉนด,10796,1289,2465,03D106,0,0,44.8,,44.80,,,
232,โฉนด,107777,40,5045,03D106/001,0,0,51.1,,,51.10,,
233,โฉนด,107776,39,5044,03D106/002,0,0,24.1,,,24.10,,
234,โฉนด,4258,1287,2075,03D107,0,2,64.8,,,,264.80,
235,โฉนด,4257,1286,2074,03D108,0,2,67.3,,,267.30,,
236,โฉนด,4256,1103,2073,03D109,0,3,0.8,,,300.80,,
237,โฉนด,1776,1104,1709,03D110,0,3,89.3,,,389.30,,
238,โฉนด,8754,1105,2353,03D111,1,0,52,,,452.00,,
239,โฉนด,2582,1106,1837,03D112,0,1,52.2,,152.20,,,
240,โฉนด,84429,24,4707,03D112/001,0,1,52.2,,152.20,,,
241,โฉนด,84428,23,4706,03D112/002,0,1,52.3,,,152.30,,
242,โฉนด,22163,1107,3180,03D113,0,0,65.7,,65.70,,,
243,โฉนด,22164,1108,3181,03D114,0,0,41.7,,41.70,,,
244,โฉนด,22165,1109,3182,03D115,0,0,38.8,,,38.80,,
245,โฉนด,22166,1110,3183,03D116,0,0,36.4,,,36.40,,
246,โฉนด,1908,1111,1710,03D117,0,1,70.7,,,170.70,,
247,โฉนด,145268,64,6541,03D117/001,0,0,32.5,,,32.50,,
248,โฉนด,22158,1112,3184,03D118,0,0,61,,,61.00,,
249,โฉนด,22159,1113,3176,03D119,0,0,40.1,,40.10,,,
250,โฉนด,22160,1114,3177,03D120,0,0,38.3,,38.30,,,
251,โฉนด,22161,1115,3178,03D121,0,0,36.6,,36.60,,,
252,โฉนด,22162,1116,3179,03D122,0,0,36.3,,,36.30,,
253,โฉนด,2305,1117,1590,03D123,1,2,13.2,,,,613.20,
254,โฉนด,911,1301,1175,03D124,0,0,44.1,,44.10,,,
255,โฉนด,2035,1073,1596,03E002,12,0,88.8,,,,,
256,โฉนด,,,,03E003,,,0,,,,,
257,โฉนด,2625,1232,1549,03E004,0,0,62.9,,,,62.90,
258,โฉนด,27755,1186,3542,03E004/001,1,0,84,,,484.00,,
259,โฉนด,27758,1231,3545,03E004/004,0,0,63.8,,,,63.80,
260,โฉนด,2456,1144,1551,03E005,0,2,26.9,,,,226.90,
261,โฉนด,2284,1143,1550,03E006,1,0,22.5,,422.50,,,
262,โฉนด,2633,1141,1553,03E007,0,0,69.2,,,69.20,,
263,โฉนด,79510,18,4555,03E007/001,0,0,68.9,,68.90,,,
264,โฉนด,79509,17,4554,03E007/002,0,0,74.2,,68.90,,,
265,โฉนด,2505,1142,1552,03E008,0,2,57.1,,,,,
266,โฉนด,2285,1138,1556,03E009,0,0,92.1,,92.10,,,
267,โฉนด,2452,1139,1555,03E010,0,0,86.4,,86.40,,,
268,โฉนด,1128,1140,1554,03E011,0,2,70.5,,,270.50,,
269,โฉนด,2416,1137,1558,03E012,0,1,59.9,,159.90,,,
270,โฉนด,78377,16,4529,03E012/001,0,0,81.8,,78.80,3.00,,
271,โฉนด,2609,1136,1557,03E013,1,0,5.4,,,405.40,,
272,โฉนด,2486,1133,1561,03E014,0,1,14.5,,,114.50,,
273,โฉนด,2455,1134,1560,03E015,0,0,73.2,,,73.20,,
274,โฉนด,77595,15,4513,03E015/001,0,0,73.2,,73.20,,,
275,โฉนด,2024,1135,1559,03E016,0,2,34.6,,,,234.60,
276,โฉนด,2263,1132,1565,03E017,0,2,57.1,,,257.10,,
277,โฉนด,2447,1131,1564,03E018,0,0,32.1,,32.10,,,
278,โฉนด,8001,19,4557,03E018/001,0,0,73.4,,73.40,,,
279,โฉนด,109095,1194,5051,03E018/002,0,0,36.6,,,36.60,,
280,โฉนด,1707,1130,1563,03E019,0,1,84.4,,,184.40,,
281,โฉนด,2449,1129,1562,03E020,0,1,46,,,,146.00,
282,โฉนด,2632,1001,252,03E021,0,1,30,,,130.00,,
283,โฉนด,25715,1120,3366,03E021/001,0,0,52.6,,,52.60,,
284,โฉนด,2304,1128,1566,03E023,1,2,24,,,624.00,,
285,โฉนด,2448,1124,1571,03E024,0,1,52.2,,152.20,,,
286,โฉนด,36019,1123,3778,03E024/001,0,0,64.2,,,64.20,,
287,โฉนด,2638,840,246,03E025,0,1,90,,190.00,,,
288,โฉนด,1216,1127,1569,03E026,0,2,16.1,,216.10,,,
289,โฉนด,70640,9,4345,03E026/001,0,2,16.1,,,,,
290,โฉนด,27856,1125,3510,03E027,0,0,78.4,,78.40,,,
291,โฉนด,2490,1218,1573,03E028,0,1,72.4,,,172.40,,
292,โฉนด,2634,1216,1572,03E029,0,0,91.1,,,91.10,,
293,โฉนด,99962,12,4981,03E029/001,0,0,78.9,,,,78.90,
294,โฉนด,99961,11,4980,03E029/002,0,0,66.2,,66.20,,,
295,โฉนด,2584,1217,1575,03E030,0,3,30.6,,,330.60,,
296,โฉนด,1163,1215,1574,03E031,1,0,77.2,,,477.20,,
297,โฉนด,1884,1212,1600,03E032,0,0,21.1,,21.10,,,
298,โฉนด,138161,28,6185,03E032/001,0,1,71.6,,,,171.60,
299,โฉนด,138162,29,6186,03E032/002,0,0,85.8,,,,85.80,
300,โฉนด,138164,31,6188,03E032/003,0,1,71.6,,171.60,,,
301,โฉนด,138163,30,6187,03E032/004,0,0,85.8,,,,85.80,
302,โฉนด,8352,1211,2333,03E033,0,0,81,,,81.00,,
303,โฉนด,1120,1213,1599,03E034,0,0,75,,,,75.00,
304,โฉนด,90405,8,4843,03E034/001,0,0,75.8,,,75.80,,
305,โฉนด,2585,1214,1576,03E035,0,1,56.5,,,,156.50,
306,โฉนด,,,,03E036,,,0,,,,,
307,โฉนด,829,1381,1140,03F001,0,0,39.7,,39.70,,,
308,โฉนด,127527,52,5372,03F001/001,0,0,61.4,,49.40,12.00,,
309,โฉนด,127528,53,5373,03F001/002,0,0,25.9,,,25.90,,
310,โฉนด,127529,54,5374,03F001/003,0,0,25.5,,25.50,,,
311,โฉนด,884,1382,1141,03F002,0,1,50.8,,,150.80,,
312,โฉนด,140254,71,6302,03F002/001,0,0,77.5,,77.50,,,
313,โฉนด,2709,1383,1870,03F003,0,1,30,,130.00,,,
314,โฉนด,784,1384,1138,03F004,0,1,42.3,142.3,,,,
315,โฉนด,682,1387,1147,03F005,0,1,79.9,,,179.90,,
316,โฉนด,2732,1386,1139,03F006,0,0,9,,9.00,,,
317,โฉนด,77858,20,4510,03F006/001,0,0,75.7,,,75.70,,
318,โฉนด,77859,21,4511,03F006/002,0,0,36.7,,36.70,,,
319,โฉนด,77860,22,4512,03F006/003,0,0,35.8,,,35.80,,
320,โฉนด,787,1385,1137,03F007,0,0,83.7,,,83.70,,
321,โฉนด,143517,173,6499,03F007/001,0,0,16.9,,,16.90,,
322,โฉนด,143516,172,6498,03F007/002,0,0,33.6,,33.60,,,
323,โฉนด,859,1388,1134,03F008,0,0,96.5,,,96.50,,
324,โฉนด,67165,2624,4291,03F008/001,0,0,97.5,,,97.50,,
325,โฉนด,67164,2623,4290,03F008/002,0,0,97.8,,97.80,,,
326,โฉนด,791,1389,1133,03F009,0,1,7.5,,107.50,,,
327,โฉนด,804,1390,1135,03F010,0,1,59,,,159.00,,
328,โฉนด,966,1394,1136,03F011,0,0,87,,,,87.00,
329,โฉนด,26503,1391,3438,03F011/001,0,0,87.6,,87.60,,,
330,โฉนด,26504,1392,3439,03F011/002,0,0,87.6,87.6,,,,
331,โฉนด,26505,1393,3440,03F011/003,0,0,87.7,,87.70,,,
332,โฉนด,832,1463,1123,03F012,0,1,15.9,,,115.90,,
333,โฉนด,84345,2674,4697,03F012/001,0,2,39.2,,,239.20,,
334,โฉนด,867,1461,1124,03F013,0,2,64.9,,150.70,114.23,,
335,โฉนด,878,1458,1126,03F014,0,0,74.7,,,74.70,,
336,โฉนด,132081,61,5547,03F014/001,0,0,45.5,,,45.50,,
337,โฉนด,132082,62,5548,03F014/002,0,0,46.3,,,,46.30,
338,โฉนด,132083,63,5549,03F014/003,0,0,57.1,,,57.10,,
339,โฉนด,132085,65,5551,03F014/005,0,0,27.9,,,27.90,,
340,โฉนด,132084,64,5550,03F014/006,0,0,58.4,,,58.40,,
341,โฉนด,1095,1457,1132,03F015,0,0,75.1,,75.10,,,
342,โฉนด,2281,1456,1131,03F016,0,2,36.7,,,236.70,,
343,โฉนด,957,1462,1122,03F017,0,1,1.1,,,101.10,,
344,โฉนด,28215,1460,3548,03F017/001,0,1,22.5,122.5,,,,
345,โฉนด,1102,1459,1125,03F018,0,2,74.1,,,274.10,,
346,โฉนด,1619,1454,1206,03F019,0,1,43.2,,143.20,,,
347,โฉนด,963,1453,1127,03F020,0,1,96.5,,196.50,,,
348,โฉนด,961,1452,1128,03F021,0,1,14.8,,114.80,,,
349,โฉนด,833,1450,1130,03F022,0,1,27.5,,115.50,12.00,,
350,โฉนด,29386,1455,3614,03F022/001,0,0,85,,,85.00,,
351,โฉนด,29387,1451,3615,03F022/002,0,0,71.8,,,71.80,,
352,โฉนด,962,1449,1129,03F023,0,1,97.7,,,,197.70,
353,โฉนด,780,1395,1142,03F024,0,0,76.7,,,76.70,,
354,โฉนด,783,1397,1144,03F025,0,0,62,,62.00,,,
355,โฉนด,144730,174,6520,03F025/001,0,0,62,,62.00,,,
356,โฉนด,776,1399,1145,03F026,0,1,99.5,,,199.50,,
357,โฉนด,1032,1400,1146,03F027,0,1,18.2,,118.20,,,
358,โฉนด,2418,1401,1150,03F028,0,1,43.2,,,143.20,,
359,โฉนด,2605,1396,1143,03F029,0,0,21.7,,21.70,,,
360,โฉนด,71754,9,4375,03F029/001,0,0,23.3,,23.30,,,
361,โฉนด,71752,7,4373,03F029/002,0,0,74.9,,,74.90,,
362,โฉนด,71753,8,4374,03F029/003,0,0,39.6,,39.60,,,
363,โฉนด,2336,1398,1262,03F030,0,0,80.2,,,80.20,,
364,โฉนด,989,1404,1148,03F031,0,0,47.3,,47.30,,,
365,โฉนด,2039,1402,1149,03F032,0,1,55.8,,155.80,,,
366,โฉนด,2726,1403,1876,03F033,0,0,94.3,,94.30,,,
367,โฉนด,686,1405,1151,03F034,0,1,25.5,,125.50,,,
368,โฉนด,988,1406,1152,03F035,0,1,33,,133.00,,,
369,โฉนด,959,1407,1153,03F036,0,0,97.1,,,97.10,,
370,โฉนด,786,1408,1154,03F037,0,0,57.6,,,57.60,,
371,โฉนด,101873,36,5006,03F037/001,0,0,73.2,,73.20,,,
372,โฉนด,788,1410,1156,03F038,0,1,56,,,156.00,,
373,โฉนด,778,1409,1155,03F039,0,0,62.9,,62.90,,,
374,โฉนด,89655,26,4826,03F039/001,0,0,24.5,,24.50,,,
375,โฉนด,89654,25,4825,03F039/002,0,0,21.4,,,21.40,,
376,โฉนด,1725,1411,1157,03F040,0,0,71.2,,71.20,,,
