ที่,ประเภทที่ดิน,เลขที่เอกสารสิทธิ์,เลขที่ดิน,หน้าสำรวจ,รหัสแปลงที่ดิน,ไร่,งาน,ตร.ว.,ประกอบเกษตรกรรม (ตร.ว.),อยู่อาศัย (ตร.ว.),อื่น ๆ (ตร.ว.),ว่างเปล่า/ไม่ทำประโยชน์ (ตร.ว.),ใช้ประโยชน์หลากหลาย (ตร.ว.),ลักษณะการทำประโยชน์
753,โฉนด,737.0,1240,555,03G068,0,2,89.6,-,-,-,289.6,-,ว่างเปล่า/ไม่ทำประโยชน์
788,โฉนด,772.0,1250,1003,02I069,0,0,79.0,-,-,-,79.0,-,ว่างเปล่า/ไม่ทำประโยชน์
789,โฉนด,773.0,1354,151,04D054,0,0,96.3,-,-,-,96.3,-,ว่างเปล่า/ไม่ทำประโยชน์
797,โฉนด,781.0,1307,142,04D024,0,1,8.2,-,-,-,108.2,-,ว่างเปล่า/ไม่ทำประโยชน์
813,โฉนด,797.0,1016,1065,02I066,1,0,15.0,-,-,-,415.0,-,ว่างเปล่า/ไม่ทำประโยชน์
826,โฉนด,810.0,2348,778,06F047,0,0,23.0,-,-,-,23.0,-,ว่างเปล่า/ไม่ทำประโยชน์
827,โฉนด,811.0,2340,776,06F042,0,1,2.5,-,-,-,102.5,-,ว่างเปล่า/ไม่ทำประโยชน์
837,โฉนด,822.0,582,1105,01D058,0,0,36.3,-,-,-,36.3,-,ว่างเปล่า/ไม่ทำประโยชน์
856,โฉนด,841.0,594,113,04B074,0,0,54.6,-,-,-,54.6,-,ว่างเปล่า/ไม่ทำประโยชน์
862,โฉนด,846.0,1246,1005,02I062,0,3,20.0,-,-,-,320.0,-,ว่างเปล่า/ไม่ทำประโยชน์
872,โฉนด,857.0,778,1023,02I037,1,0,30.5,-,-,-,430.5,-,ว่างเปล่า/ไม่ทำประโยชน์
916,โฉนด,903.0,1247,1059,02I064,0,1,65.9,-,-,-,165.9,-,ว่างเปล่า/ไม่ทำประโยชน์
926,โฉนด,914.0,1249,1060,02I067,0,2,83.7,-,-,-,283.7,-,ว่างเปล่า/ไม่ทำประโยชน์
940,โฉนด,928.0,1191,948,06C056,0,0,95.2,-,-,-,95.2,-,ว่างเปล่า/ไม่ทำประโยชน์
953,โฉนด,941.0,1361,972,02K007,0,1,10.6,-,-,-,110.6,-,ว่างเปล่า/ไม่ทำประโยชน์
974,โฉนด,962.0,1449,1129,03F023,0,1,97.7,-,-,-,197.7,-,ว่างเปล่า/ไม่ทำประโยชน์
978,โฉนด,966.0,1394,1136,03F011,0,0,87.0,-,-,-,87.0,-,ว่างเปล่า/ไม่ทำประโยชน์
996,โฉนด,984.0,2368,832,06I010,0,2,47.5,-,-,-,247.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1032,โฉนด,1019.0,380,1324,05C025,0,0,16.1,-,-,-,16.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1053,โฉนด,1040.0,618,116,04B089,1,1,83.1,-,-,-,583.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1098,โฉนด,1086.0,716,1043,02G010,0,0,46.1,-,-,-,46.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1121,โฉนด,1109.0,924,1584,03A034,2,1,72.5,-,-,-,972.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1138,โฉนด,1127.0,1417,1165,03F049,0,2,36.1,-,-,-,236.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1163,โฉนด,1153.0,1041,1617,05J018,0,1,36.5,-,-,-,136.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1166,โฉนด,1156.0,1692,1256,05D006,0,0,76.0,-,-,-,75.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1178,โฉนด,1168.0,1656,1692,05B027,0,1,26.0,-,-,-,126.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1193,โฉนด,1188.0,1653,1686,05B028,0,0,96.8,-,-,-,96.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1194,โฉนด,1189.0,1074,1627,05K019,0,0,48.0,-,-,-,48.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1227,โฉนด,1229.0,2342,16,04A020,0,1,93.0,-,-,-,193.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1245,โฉนด,1256.0,1675,1281,05B020,1,3,21.4,-,-,-,721.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1308,โฉนด,1328.0,1226,1527,03G034,0,3,38.2,-,-,-,338.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1335,โฉนด,1367.0,922,1690,03B013/002,0,0,32.8,-,-,-,32.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1337,โฉนด,1374.0,1701,1247,05E002,0,0,39.8,-,-,-,115.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1338,โฉนด,1381.0,962,1509,03B010,2,3,9.2,-,-,-,1109.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1339,โฉนด,1382.0,963,1508,03B011,6,1,44.9,-,-,-,2544.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1340,โฉนด,1383.0,960,1517,03B006,3,0,39.4,-,-,-,1239.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1344,โฉนด,1387.0,1558,11,05M011,0,3,39.3,-,-,-,339.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1345,โฉนด,1388.0,1593,9,05M014,0,3,19.0,-,-,-,319.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1346,โฉนด,1389.0,961,1510,03B009,1,0,88.4,-,-,-,488.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1349,โฉนด,1396.0,965,1507,03B012,6,1,4.9,-,-,-,2504.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1350,โฉนด,1399.0,1050,1585,03B020,1,0,68.4,-,-,-,468.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1363,โฉนด,1443.0,1104,1650,05K018,0,2,98.4,-,-,-,298.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1366,โฉนด,1460.0,348,1660,05J009,10,1,83.7,-,-,-,4183.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1371,โฉนด,1486.0,959,1518,03B007,5,3,85.0,-,-,-,2385.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1372,โฉนด,1492.0,1592,10,05M015,0,3,74.0,-,-,-,374.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1385,โฉนด,1544.0,955,313,05N014,0,0,95.0,-,-,-,95.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1401,โฉนด,1623.0,954,299,05N013,0,0,79.0,-,-,-,79.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1404,โฉนด,1628.0,1591,105,05M013,4,1,72.0,-,-,-,1772.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1422,โฉนด,1667.0,920,1583,03A026,8,1,37.9,-,-,-,3337.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1424,โฉนด,1671.0,1070,1598,03C004,0,1,57.9,-,-,-,157.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1431,โฉนด,1691.0,923,1751,03B013,3,2,50.4,-,-,-,1450.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1439,โฉนด,1701.0,584,1465,02D005,0,0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1449,โฉนด,1731.0,1017,1002,02I068,0,1,12.3,-,-,-,112.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1472,โฉนด,1779.0,1246,1543,03G074,0,2,29.4,-,-,-,229.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1474,โฉนด,1782.0,1192,1532,03G033,0,2,78.0,-,-,-,282.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1476,โฉนด,1784.0,1191,1531,03G032,0,2,83.7,-,-,-,283.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1486,โฉนด,1803.0,1835,450,05N064,1,3,8.0,-,-,-,708.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1487,โฉนด,1805.0,957,451,05N016,0,2,59.5,-,-,-,259.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1503,โฉนด,1850.0,574,1446,02B016,45,2,12.1,-,-,-,18212.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1504,โฉนด,1851.0,578,1472,02B020,2,1,95.6,-,-,-,995.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1506,โฉนด,1853.0,575,1473,02B023,4,2,90.0,-,-,-,1890.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1516,โฉนด,1871.0,1119,1587,03G001,0,0,69.6,-,-,-,69.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1522,น.ส.3,1884.0,-,-,06G002/012,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1525,น.ส.3,1888.0,-,-,06G002/008,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1526,โฉนด,1889.0,1521,14,05M001,4,0,17.2,-,-,-,1617.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1530,น.ส.3,1897.0,-,-,06G002/028,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1531,โฉนด,1897.0,1162,1717,03F065,0,1,94.3,-,-,-,621.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1532,น.ส.3,1898.0,-,-,06G002/027,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1533,โฉนด,1898.0,1118,1754,03G001/001,1,2,60.7,-,-,-,660.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1540,โฉนด,1911.0,1183,1529,03G024,1,3,51.3,-,-,-,751.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1542,น.ส.3,1914.0,-,-,06G002/040,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1548,โฉนด,1920.0,1677,1280,05B018,0,3,92.1,-,-,-,392.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1551,น.ส.3,1923.0,-,-,06G002/031,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1552,น.ส.3,1924.0,-,-,06G002/030,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1555,น.ส.3,1927.0,-,-,06G002/046,0,0,19.0,-,-,-,19.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1564,โฉนด,1950.0,956,443,05N015,0,3,69.0,-,-,-,369.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1591,โฉนด,2001.0,1420,1424,01A016,0,0,50.0,-,-,-,50.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1601,โฉนด,2023.0,1221,1526,03G037,0,3,54.1,-,-,-,354.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1602,โฉนด,2024.0,1135,1559,03E016,0,2,34.6,-,-,-,234.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1609,โฉนด,2050.0,1390,1435,01A006,0,0,93.0,-,-,-,93.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1613,โฉนด,2058.0,1071,1597,03C005,1,1,49.0,-,-,-,1013.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1619,โฉนด,2088.0,1683,1278,05B016,0,2,36.1,-,-,-,236.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1628,โฉนด,2134.0,1594,8,05M016/001,0,1,30.0,-,-,-,130.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1639,โฉนด,2203.0,1184,53,03G025,0,3,56.7,-,-,-,356.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1664,โฉนด,2272.0,1188,1534,03G028,0,2,53.0,-,-,-,253.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1678,โฉนด,2300.0,1321,1187,03D069,0,0,36.1,-,-,-,36.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1680,โฉนด,2305.0,1117,1590,03D123,1,2,13.2,-,-,-,613.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1681,โฉนด,2306.0,742,1030,02I007,0,1,12.6,-,-,-,112.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1682,โฉนด,2307.0,735,1038,02I005,0,0,46.1,-,-,-,46.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1719,โฉนด,2366.0,1710,1791,05E038,0,2,17.6,-,-,-,217.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1722,โฉนด,2369.0,1718,1794,05E042,0,3,26.9,-,-,-,326.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1773,โฉนด,2449.0,1129,1562,03E020,0,1,46.0,-,-,-,146.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1797,โฉนด,2511.0,535,1076,01E004,0,0,44.8,-,-,-,44.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1800,โฉนด,2530.0,1068,1835,03C003,0,1,97.5,-,-,-,197.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1815,โฉนด,2585.0,1214,1576,03E035,0,1,56.5,-,-,-,156.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1817,โฉนด,2587.0,1834,341,05N017,0,2,5.0,-,-,-,205.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1827,โฉนด,2625.0,1232,1549,03E004,0,0,62.9,-,-,-,62.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1828,โฉนด,2630.0,1723,1845,05E062,0,1,-,-,-,-,100.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1849,โฉนด,2675.0,1193,799,02H004,6,3,6.7,-,-,-,2706.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1857,โฉนด,2686.0,1662,1695,05B025,0,1,33.8,-,-,-,133.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1881,โฉนด,2730.0,966,1878,03B021,4,0,2.0,-,-,-,1602.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1926,โฉนด,2796.0,357,1904,05G053,0,1,48.3,-,-,-,148.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1934,โฉนด,2804.0,345,1912,05G041,0,1,70.5,-,-,-,170.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1946,โฉนด,2816.0,2199,1427,02L023,0,0,71.1,-,-,-,71.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1947,โฉนด,2819.0,1395,1848,01A009,0,1,1.7,-,-,-,101.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1963,โฉนด,2853.0,557,1941,02B002,0,0,61.8,-,-,-,61.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1987,โฉนด,2905.0,1239,1961,03G055,0,0,82.8,-,-,-,82.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1988,โฉนด,2907.0,2502,1963,03G056,0,1,71.7,-,-,-,171.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1989,โฉนด,2908.0,2501,1964,03G057,0,1,32.5,-,-,-,132.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1996,โฉนด,2916.0,26,1972,03G045,0,1,4.8,-,-,-,104.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1999,โฉนด,2919.0,2485,1975,03G044,0,1,4.8,-,-,-,104.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2044,โฉนด,3168.0,1152,2013,03F062,0,1,90.7,-,-,-,190.7,-,ว่างเปล่า/ไม่ทำประโยชน์
2064,โฉนด,3712.0,1134,2044,05L020,0,1,3.2,-,-,-,103.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2093,โฉนด,4257.0,1286,2074,03D108,0,2,67.3,-,-,-,267.3,-,ว่างเปล่า/ไม่ทำประโยชน์
2094,โฉนด,4258.0,1287,2075,03D107,0,2,64.8,-,-,-,264.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2109,โฉนด,6443.0,1189,2088,03G030,0,1,60.1,-,-,-,160.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2136,โฉนด,7469.0,609,2111,05I027,0,0,79.2,-,-,-,79.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2138,โฉนด,7471.0,610,2113,05I029,0,0,81.5,-,-,-,81.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2140,โฉนด,7473.0,611,2115,05I031,0,0,80.7,-,-,-,80.7,-,ว่างเปล่า/ไม่ทำประโยชน์
2141,โฉนด,7474.0,606,2116,05I030,0,0,84.5,-,-,-,84.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2147,โฉนด,7486.0,32,2128,05I009,0,1,1.0,-,-,-,101.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2148,โฉนด,7487.0,33,2129,05I008,0,1,2.8,-,-,-,102.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2150,โฉนด,7489.0,1048,2131,05I010,0,0,98.0,-,-,-,98.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2161,โฉนด,7503.0,1061,2145,05I024,0,0,98.6,-,-,-,98.6,-,ว่างเปล่า/ไม่ทำประโยชน์
2188,โฉนด,7785.0,1031,2176,02K015,0,0,80.1,-,-,-,80.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2198,โฉนด,7910.0,2182,2184,06D133,0,0,48.0,-,-,-,48.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2204,โฉนด,7916.0,2175,2190,06D127,0,1,19.8,-,-,-,119.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2205,โฉนด,7917.0,2174,2191,06D126,0,1,16.0,-,-,-,116.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2207,โฉนด,7919.0,2172,2193,06D124,0,1,49.5,-,-,-,149.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2217,โฉนด,7929.0,2156,2203,06D110,0,1,19.9,-,-,-,119.9,-,ว่างเปล่า/ไม่ทำประโยชน์
2224,โฉนด,7936.0,2151,2210,06D103,0,1,45.0,-,-,-,145.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2226,โฉนด,7938.0,2155,2212,06D101,0,1,20.9,-,-,-,120.9,-,ว่างเปล่า/ไม่ทำประโยชน์
2227,โฉนด,7939.0,2156,2213,06D100,0,1,20.8,-,-,-,120.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2245,โฉนด,7958.0,1514,2232,06D071,0,0,96.1,-,-,-,96.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2248,โฉนด,7961.0,1518,2235,06D068,0,1,56.0,-,-,-,156.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2250,โฉนด,7963.0,1519,2237,06D066,0,1,57.1,-,-,-,157.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2254,โฉนด,7967.0,2105,2241,06D056,0,1,43.2,-,-,-,143.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2260,โฉนด,7973.0,1509,2247,06D050,0,1,19.1,-,-,-,119.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2266,โฉนด,7980.0,2103,2254,06D043,0,0,24.1,-,-,-,24.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2302,โฉนด,8061.0,2171,2293,06D123,0,0,29.9,-,-,-,29.9,-,ว่างเปล่า/ไม่ทำประโยชน์
2304,โฉนด,8063.0,1224,2295,06D121,0,0,71.6,-,-,-,71.6,-,ว่างเปล่า/ไม่ทำประโยชน์
2306,โฉนด,8065.0,1527,2297,06D092,0,1,44.6,-,-,-,144.6,-,ว่างเปล่า/ไม่ทำประโยชน์
2316,โฉนด,8075.0,1258,2307,06D063,0,2,38.2,-,-,-,238.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2319,โฉนด,8078.0,1522,2310,06D060,0,2,33.5,-,-,-,233.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2322,โฉนด,8081.0,1500,2313,06D029,0,0,55.1,-,-,-,55.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2327,โฉนด,8151.0,2253,2320,06H003,1,1,5.3,-,-,-,505.3,-,ว่างเปล่า/ไม่ทำประโยชน์
2328,โฉนด,8152.0,2193,2321,06H002,2,3,43.3,-,-,-,1143.3,-,ว่างเปล่า/ไม่ทำประโยชน์
2338,โฉนด,8321.0,2383,2331,04A125,0,0,55.4,-,-,-,55.4,-,ว่างเปล่า/ไม่ทำประโยชน์
2342,โฉนด,8360.0,2196,2367,02L022,0,0,70.9,-,-,-,70.9,-,ว่างเปล่า/ไม่ทำประโยชน์
2344,โฉนด,8454.0,2181,2336,06D133/001,0,0,12.0,-,-,-,12.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2345,โฉนด,8502.0,1659,2338,05B040,0,0,43.5,-,-,-,43.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2359,โฉนด,8669.0,2003,1333,05C101,0,1,13.0,-,-,-,113.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2379,โฉนด,8889.0,2000,1351,05C060,0,1,5.0,-,-,-,105.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2387,โฉนด,8942.0,1908,1362,05A136,0,0,70.5,-,-,-,70.5,-,ว่างเปล่า/ไม่ทำประโยชน์
2419,โฉนด,9510.0,2254,2402,06H004,1,1,77.0,-,-,-,577.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2420,โฉนด,9541.0,887,6566,05M018,0,0,36.1,-,-,-,36.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2423,โฉนด,9544.0,890,1399,05M021,0,0,93.2,-,-,-,93.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2424,โฉนด,9545.0,891,1400,05M022,0,0,94.7,-,-,-,94.7,-,ว่างเปล่า/ไม่ทำประโยชน์
2430,โฉนด,9551.0,1526,1406,05M032/002,0,0,95.0,-,-,-,95.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2440,โฉนด,9561.0,894,1416,05M033,0,0,75.9,-,-,-,75.9,-,ว่างเปล่า/ไม่ทำประโยชน์
2442,โฉนด,9564.0,1537,1419,05M036,0,0,82.7,-,-,-,82.7,-,ว่างเปล่า/ไม่ทำประโยชน์
2443,โฉนด,9565.0,1538,1420,05M037,0,1,1.1,-,-,-,101.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2455,โฉนด,9587.0,329,2390,05F083,0,0,99.2,-,-,-,99.2,-,ว่างเปล่า/ไม่ทำประโยชน์
2467,โฉนด,10052.0,1776,2391,05F008,0,0,79.6,-,-,-,79.6,-,ว่างเปล่า/ไม่ทำประโยชน์
2478,โฉนด,10091.0,1547,1432,05M010,2,0,5.0,-,-,-,805.0,-,ว่างเปล่า/ไม่ทำประโยชน์
2485,โฉนด,10134.0,1663,2400,05B024,0,1,34.8,-,-,-,134.8,-,ว่างเปล่า/ไม่ทำประโยชน์
2486,โฉนด,10135.0,1657,2401,05B026,0,1,68.1,-,-,-,168.1,-,ว่างเปล่า/ไม่ทำประโยชน์
2488,โฉนด,10145.0,1096,2426,05K009,0,1,6.7,-,-,-,106.7,-,ว่างเปล่า/ไม่ทำประโยชน์
