ที่,ประเภทที่ดิน,เลขที่เอกสารสิทธิ์,เลขที่ดิน,หน้าสำรวจ,รหัสแปลงที่ดิน,ไร่,งาน,ตร.ว.,ประกอบเกษตรกรรม (ตร.ว.),อยู่อาศัย (ตร.ว.),อื่น ๆ (ตร.ว.),ว่างเปล่า/ไม่ทำประโยชน์ (ตร.ว.),ใช้ประโยชน์หลากหลาย (ตร.ว.),ลักษณะการทำประโยชน์
645,โฉนด,1851,578,1472.0,02B020,2.0,1.0,95.6,-,-,-,995.6,-,ว่างเปล่า/ไม่ทำประโยชน์
648,โฉนด,1853,575,1473.0,02B023,4.0,2.0,90.0,-,-,-,1890.0,-,ว่างเปล่า/ไม่ทำประโยชน์
672,โฉนด,85578,30,4614.0,02C022,1.0,3.0,68.7,-,-,-,768.7,-,ว่างเปล่า/ไม่ทำประโยชน์
678,โฉนด,1701,584,1465.0,02D005,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
679,โฉนด,93849,20,4901.0,02D005/001,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
680,โฉนด,93848,19,4900.0,02D005/002,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
681,โฉนด,93847,18,4899.0,02D005/003,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
682,โฉนด,93846,17,4898.0,02D005/004,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
683,โฉนด,93845,16,4897.0,02D005/005,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
684,โฉนด,93844,15,4896.0,02D005/006,0.0,0.0,94.5,-,-,-,94.5,-,ว่างเปล่า/ไม่ทำประโยชน์
713,โฉนด,11159,647,2589.0,02D025,0.0,1.0,29.2,-,-,-,129.2,-,ว่างเปล่า/ไม่ทำประโยชน์
714,โฉนด,11160,646,2590.0,02D026,0.0,1.0,33.5,-,-,-,133.5,-,ว่างเปล่า/ไม่ทำประโยชน์
715,โฉนด,11073,634,2556.0,02D027,0.0,1.0,2.3,-,-,-,102.3,-,ว่างเปล่า/ไม่ทำประโยชน์
716,โฉนด,11161,645,2591.0,02D028,0.0,1.0,8.0,-,-,-,108.0,-,ว่างเปล่า/ไม่ทำประโยชน์
717,โฉนด,11074,635,2557.0,02D029,0.0,1.0,2.1,-,-,-,102.1,-,ว่างเปล่า/ไม่ทำประโยชน์
718,โฉนด,11162,644,2592.0,02D030,0.0,1.0,19.7,-,-,-,119.7,-,ว่างเปล่า/ไม่ทำประโยชน์
719,โฉนด,11163,643,2593.0,02D031,0.0,1.0,31.4,-,-,-,131.4,-,ว่างเปล่า/ไม่ทำประโยชน์
720,โฉนด,11075,636,2558.0,02D032,0.0,1.0,2.7,-,-,-,102.7,-,ว่างเปล่า/ไม่ทำประโยชน์
721,โฉนด,11076,637,2559.0,02D033,0.0,1.0,3.2,-,-,-,103.2,-,ว่างเปล่า/ไม่ทำประโยชน์
723,โฉนด,11078,639,2561.0,02D035,0.0,1.0,4.3,-,-,-,104.3,-,ว่างเปล่า/ไม่ทำประโยชน์
724,โฉนด,11164,18,7211.0,02D036,0.0,1.0,37.4,-,-,-,137.4,-,ว่างเปล่า/ไม่ทำประโยชน์
725,โฉนด,11165,641,2595.0,02D037,0.0,1.0,49.9,-,-,-,149.9,-,ว่างเปล่า/ไม่ทำประโยชน์
727,โฉนด,11232,650,2662.0,02D039,0.0,1.0,25.0,-,-,-,125.0,-,ว่างเปล่า/ไม่ทำประโยชน์
728,โฉนด,11233,651,2663.0,02D040,0.0,1.0,29.9,-,-,-,129.9,-,ว่างเปล่า/ไม่ทำประโยชน์
729,โฉนด,11234,652,2664.0,02D041,0.0,1.0,25.8,-,-,-,125.8,-,ว่างเปล่า/ไม่ทำประโยชน์
730,โฉนด,11235,653,2665.0,02D042,0.0,1.0,27.6,-,-,-,127.6,-,ว่างเปล่า/ไม่ทำประโยชน์
731,โฉนด,11236,654,2666.0,02D043,0.0,1.0,30.4,-,-,-,130.4,-,ว่างเปล่า/ไม่ทำประโยชน์
732,โฉนด,11237,655,2667.0,02D044,0.0,1.0,31.4,-,-,-,131.4,-,ว่างเปล่า/ไม่ทำประโยชน์
733,โฉนด,11238,664,2668.0,02D045,0.0,1.0,14.9,-,-,-,114.9,-,ว่างเปล่า/ไม่ทำประโยชน์
735,โฉนด,11240,662,2670.0,02D047,0.0,1.0,21.9,-,-,-,121.9,-,ว่างเปล่า/ไม่ทำประโยชน์
736,โฉนด,11241,661,2671.0,02D048,0.0,1.0,23.6,-,-,-,123.6,-,ว่างเปล่า/ไม่ทำประโยชน์
737,โฉนด,11242,660,2672.0,02D049,0.0,1.0,23.7,-,-,-,123.7,-,ว่างเปล่า/ไม่ทำประโยชน์
738,โฉนด,11243,659,2673.0,02D050,0.0,1.0,26.4,-,-,-,126.4,-,ว่างเปล่า/ไม่ทำประโยชน์
806,โฉนด,11071,623,2554.0,02E016,0.0,1.0,5.0,-,-,-,105.0,-,ว่างเปล่า/ไม่ทำประโยชน์
812,โฉนด,10197,610,2423.0,02E036,4.0,0.0,-,-,-,-,1600.0,-,ว่างเปล่า/ไม่ทำประโยชน์
838,โฉนด,11313,861,2743.0,02E061,0.0,1.0,52.9,-,-,-,152.9,-,ว่างเปล่า/ไม่ทำประโยชน์
839,โฉนด,11314,862,2744.0,02E062,0.0,1.0,10.7,-,-,-,110.7,-,ว่างเปล่า/ไม่ทำประโยชน์
843,โฉนด,11319,867,2749.0,02E066,0.0,1.0,19.9,-,-,-,119.9,-,ว่างเปล่า/ไม่ทำประโยชน์
847,โฉนด,11322,870,2752.0,02E069,0.0,1.0,3.9,-,-,-,103.9,-,ว่างเปล่า/ไม่ทำประโยชน์
884,โฉนด,11191,815,2621.0,02E0100,0.0,1.0,28.9,-,-,-,128.9,-,ว่างเปล่า/ไม่ทำประโยชน์
895,โฉนด,11201,827,2631.0,02E0110,0.0,1.0,27.6,-,-,-,127.6,-,ว่างเปล่า/ไม่ทำประโยชน์
896,โฉนด,11202,826,2632.0,02E0111,0.0,1.0,29.2,-,-,-,129.2,-,ว่างเปล่า/ไม่ทำประโยชน์
897,โฉนด,11203,825,2633.0,02E0112,0.0,1.0,30.8,-,-,-,130.8,-,ว่างเปล่า/ไม่ทำประโยชน์
903,โฉนด,11209,837,2639.0,02E0118,0.0,1.0,24.9,-,-,-,124.9,-,ว่างเปล่า/ไม่ทำประโยชน์
904,โฉนด,11210,838,2640.0,02E0119,0.0,1.0,26.5,-,-,-,126.5,-,ว่างเปล่า/ไม่ทำประโยชน์
905,โฉนด,11211,839,2641.0,02E0120,0.0,1.0,28.0,-,-,-,128.0,-,ว่างเปล่า/ไม่ทำประโยชน์
906,โฉนด,11212,840,2642.0,02E0121,0.0,1.0,29.6,-,-,-,129.6,-,ว่างเปล่า/ไม่ทำประโยชน์
918,โฉนด,11223,851,2653.0,02E0132,0.0,1.0,17.6,-,-,-,117.6,-,ว่างเปล่า/ไม่ทำประโยชน์
919,โฉนด,11224,852,2654.0,02E0133,0.0,1.0,19.1,-,-,-,119.1,-,ว่างเปล่า/ไม่ทำประโยชน์
920,โฉนด,11225,853,2655.0,02E0134,0.0,1.0,20.9,-,-,-,120.9,-,ว่างเปล่า/ไม่ทำประโยชน์
923,โฉนด,11228,856,2658.0,02E0137,0.0,1.0,24.7,-,-,-,124.7,-,ว่างเปล่า/ไม่ทำประโยชน์
924,โฉนด,11229,857,2659.0,02E0138,0.0,1.0,26.4,-,-,-,126.4,-,ว่างเปล่า/ไม่ทำประโยชน์
925,โฉนด,11230,858,2660.0,02E0139,0.0,1.0,28.2,-,-,-,128.2,-,ว่างเปล่า/ไม่ทำประโยชน์
946,โฉนด,11294,946,2724.0,02E0155,0.0,1.0,18.1,-,-,-,118.1,-,ว่างเปล่า/ไม่ทำประโยชน์
947,โฉนด,11295,947,2725.0,02E0156,0.0,1.0,19.4,-,-,-,119.4,-,ว่างเปล่า/ไม่ทำประโยชน์
948,โฉนด,11296,948,2726.0,02E0157,0.0,1.0,20.8,-,-,-,120.8,-,ว่างเปล่า/ไม่ทำประโยชน์
949,โฉนด,11297,949,2727.0,02E0158,0.0,1.0,22.2,-,-,-,122.2,-,ว่างเปล่า/ไม่ทำประโยชน์
950,โฉนด,11298,950,2728.0,02E0159,0.0,1.0,23.6,-,-,-,123.6,-,ว่างเปล่า/ไม่ทำประโยชน์
960,โฉนด,26654,54,5059.0,02E163/005,0.0,2.0,50.0,-,-,-,250.0,-,ว่างเปล่า/ไม่ทำประโยชน์
964,โฉนด,132821,704,5855.0,02E163/009,0.0,1.0,15.0,-,-,-,115.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1013,โฉนด,79929,525,9102.0,02F024,3.0,3.0,13.5,-,-,-,1513.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1017,โฉนด,139619,1067,6272.0,02F027/001,0.0,0.0,82.5,-,-,-,82.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1035,โฉนด,1086,716,1043.0,02G010,0.0,0.0,46.1,-,-,-,46.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1036,โฉนด,83326,721,1044.0,02G011,0.0,0.0,47.2,-,-,-,47.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1088,โฉนด,145485,1088,6550.0,02h002/002,1.0,0.0,6.7,-,-,-,406.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1089,โฉนด,145484,1087,6549.0,02h002/003,0.0,0.0,64.1,-,-,-,64.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1090,โฉนด,145483,1086,6548.0,02h002/004,0.0,1.0,5.3,-,-,-,105.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1092,โฉนด,145487,1090,6552.0,02h002/006,0.0,2.0,19.0,-,-,-,219.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1094,โฉนด,145925,1092,6562.0,02h002/009,0.0,1.0,80.0,-,-,-,180.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1107,โฉนด,2675,1193,799.0,02h004,6.0,3.0,6.7,-,-,-,2706.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1110,โฉนด,80010,2,8130.0,02J003,2.0,2.0,70.3,-,-,-,1070.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1111,โฉนด,80011,3,9149.0,02J004,3.0,3.0,30.8,-,-,-,1530.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1122,โฉนด,93164,33,10378.0,02I003/002,0.0,0.0,45.3,-,-,-,45.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1127,โฉนด,2307,735,1038.0,02I005,0.0,0.0,46.1,-,-,-,46.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1131,โฉนด,2306,742,1030.0,02I007,0.0,1.0,12.6,-,-,-,112.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1173,โฉนด,857,778,1023.0,02I037,1.0,0.0,30.5,-,-,-,430.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1225,โฉนด,846,1246,1005.0,02I062,0.0,3.0,20.0,-,-,-,320.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1229,โฉนด,679,1251,1001.0,02I070,3.0,2.0,28.2,-,-,-,1428.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1269,โฉนด,80010,2,8230.0,02J003,2.0,2.0,70.3,-,-,-,1070.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1270,โฉนด,80011,3,9149.0,02J004,3.0,3.0,30.8,-,-,-,1530.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1281,โฉนด,941,1361,972.0,02K007,0.0,1.0,10.6,-,-,-,110.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1307,โฉนด,69860,2,4347.0,02K019/006,0.0,0.0,31.0,-,-,-,31.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1418,โฉนด,120935,1239,5167.0,02L001/002,0.0,0.0,64.2,-,-,-,64.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1445,โฉนด,476,2198,380.0,02L021,0.0,0.0,70.6,-,-,-,70.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1536,โฉนด,1667,920,1583.0,03A026,8.0,1.0,37.9,-,-,-,3379.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1541,โฉนด,151274,995,6819.0,03A030/001,0.0,0.0,29.4,-,-,-,29.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1543,โฉนด,151276,997,6821.0,03A030/003,0.0,0.0,29.4,-,-,-,29.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1555,โฉนด,1109,924,1584.0,03A034,2.0,1.0,72.5,-,-,-,972.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1556,โฉนด,1332,932,1633.0,03A035,6.0,1.0,17.4,-,-,-,2517.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1557,โฉนด,1329,964,1496.0,03A036,2.0,2.0,9.3,-,-,-,1009.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1564,โฉนด,1486,959,1518.0,03B007,5.0,3.0,85.0,-,-,-,2385.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1568,โฉนด,1396,965,1507.0,03B012,6.0,1.0,4.9,-,-,-,2504.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1569,โฉนด,1691,923,1751.0,03B013,3.0,2.0,50.4,-,-,-,1450.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1571,โฉนด,1367,922,1690.0,03B013/002,0.0,0.0,32.8,-,-,-,32.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1572,โฉนด,79699,9,4597.0,03B013/003,0.0,0.0,31.5,-,-,-,31.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1573,โฉนด,79700,10,4548.0,03B013/004,0.0,0.0,32.7,-,-,-,32.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1575,โฉนด,1399,1050,1585.0,03B020,1.0,0.0,68.4,-,-,-,468.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1576,โฉนด,100837,25,4955.0,03B020/001,0.0,3.0,69.3,-,-,-,369.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1577,โฉนด,101760,26,5008.0,03B020/002,0.0,0.0,72.8,-,-,-,72.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1578,โฉนด,2730,966,1878.0,03B021,4.0,0.0,2.0,-,-,-,1602.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1579,โฉนด,100835,13,5002.0,03B021/001,0.0,0.0,67.4,-,-,-,67.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1580,โฉนด,100836,14,4968.0,03B021/002,3.0,1.0,1.6,-,-,-,1301.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1584,โฉนด,2530,1068,1835.0,03C003,0.0,1.0,97.5,-,-,-,197.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1585,โฉนด,75593,14,4497.0,03C003/001,0.0,3.0,72.2,-,-,-,372.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1586,โฉนด,75592,13,4496.0,03C003/002,1.0,0.0,1.0,-,-,-,401.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1587,โฉนด,75591,12,4495.0,03C003/003,1.0,0.0,1.0,-,-,-,401.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1588,โฉนด,75590,11,4494.0,03C003/004,1.0,0.0,1.0,-,-,-,401.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1589,โฉนด,75589,10,4493.0,03C003/005,0.0,1.0,58.9,-,-,-,158.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1590,โฉนด,1671,1070,1598.0,03C004,0.0,1.0,57.9,-,-,-,157.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1591,โฉนด,80949,4,4560.0,03C004/001,2.0,2.0,90.9,-,-,-,890.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1592,โฉนด,80950,21,4561.0,03C004/002,1.0,0.0,-,-,-,-,200.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1593,โฉนด,80951,22,4562.0,03C004/003,1.0,0.0,-,-,-,-,200.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1594,โฉนด,2058,1071,1597.0,03C005,1.0,1.0,49.0,-,-,-,549.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1595,โฉนด,120768,32,5155.0,03C005/001,4.0,3.0,68.9,-,-,-,1968.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1596,โฉนด,137333,46,6172.0,03C005/002,0.0,0.0,41.1,-,-,-,41.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1597,โฉนด,137334,47,6173.0,03C005/003,0.0,0.0,41.1,-,-,-,41.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1598,โฉนด,137335,48,6174.0,03C005/004,0.0,0.0,41.1,-,-,-,41.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1599,โฉนด,137336,49,6175.0,03C005/005,0.0,0.0,41.2,-,-,-,41.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1600,โฉนด,137337,50,6176.0,03C005/006,0.0,0.0,41.3,-,-,-,41.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1601,โฉนด,137338,51,6177.0,03C005/007,0.0,0.0,41.4,-,-,-,41.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1602,โฉนด,137339,52,6178.0,03C005/008,0.0,0.0,41.5,-,-,-,41.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1603,โฉนด,137340,53,6179.0,03C005/009,0.0,0.0,80.0,-,-,-,80.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1604,โฉนด,149195,87,6646.0,03C005/010,0.0,0.0,80.0,-,-,-,80.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1605,โฉนด,149194,86,6645.0,03C005/011,0.0,0.0,80.0,-,-,-,80.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1606,โฉนด,149193,85,6644.0,03C005/012,0.0,0.0,80.0,-,-,-,80.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1607,โฉนด,149192,84,6643.0,03C005/013,0.0,0.0,80.0,-,-,-,80.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1656,โฉนด,10960,1062,2506.0,03D028,0.0,0.0,48.1,-,-,-,48.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1657,โฉนด,10961,1063,2485.0,03D029,0.0,1.0,26.4,-,-,-,126.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1658,โฉนด,10962,1064,2486.0,03D030,0.0,1.0,22.9,-,-,-,122.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1664,โฉนด,10926,1089,2494.0,03D036,0.0,1.0,35.9,-,-,-,135.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1667,โฉนด,10940,1084,2503.0,03D039,0.0,1.0,34.8,-,-,-,134.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1673,โฉนด,10957,1077,2483.0,03D045,0.0,1.0,35.4,-,-,-,135.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1674,โฉนด,10954,1074,2480.0,03D048,0.0,3.0,97.0,-,-,-,397.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1701,โฉนด,27114,1323,3499.0,03D068/001,0.0,0.0,35.3,-,-,-,35.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1702,โฉนด,2300,1321,1187.0,03D069,0.0,0.0,36.1,-,-,-,36.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1755,โฉนด,4258,1287,2075.0,03D107,0.0,2.0,63.3,-,-,-,263.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1756,โฉนด,4257,1286,2074.0,03D108,0.0,2.0,67.3,-,-,-,267.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1773,โฉนด,2305,1117,1590.0,03D123,1.0,2.0,13.2,-,-,-,613.2,-,ว่างเปล่า/ไม่ทำประโยชน์
1795,โฉนด,2024,1135,1559.0,03E016,0.0,2.0,34.6,-,-,-,234.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1813,โฉนด,99962,12,4981.0,03E029/001,0.0,0.0,78.9,-,-,-,78.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1819,โฉนด,138162,29,6186.0,03E032/002,0.0,0.0,85.8,-,-,-,85.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1825,โฉนด,2585,1214,1576.0,03E035,0.0,1.0,56.5,-,-,-,156.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1839,โฉนด,77860,22,4512.0,03F006/003,0.0,0.0,35.8,-,-,-,35.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1849,โฉนด,966,1394,1136.0,03F011,0.0,0.0,87.0,-,-,-,87.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1858,โฉนด,132082,62,5548.0,03F014/002,0.0,0.0,46.3,-,-,-,46.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1875,โฉนด,962,1449,1129.0,03F023,0.0,1.0,97.7,-,-,-,197.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1911,โฉนด,11119,1412,2579.0,03F047,0.0,0.0,58.5,-,-,-,58.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1915,โฉนด,1127,1417,1165.0,03F049,0.0,2.0,36.1,-,-,-,236.1,-,ว่างเปล่า/ไม่ทำประโยชน์
1936,โฉนด,51050,1157,3948.0,03F061/003,0.0,0.0,30.7,-,-,-,30.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1937,โฉนด,51048,1154,3946.0,03F061/004,0.0,0.0,52.7,-,-,-,52.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1940,โฉนด,3168,1152,2013.0,03F062,0.0,1.0,90.7,-,-,-,190.7,-,ว่างเปล่า/ไม่ทำประโยชน์
1941,โฉนด,138295,54,6192.0,03F062/001,0.0,1.0,90.8,-,-,-,190.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1945,โฉนด,1897,1162,1717.0,03F065,0.0,1.0,94.3,-,-,-,194.3,-,ว่างเปล่า/ไม่ทำประโยชน์
1946,โฉนด,150389,92,6783.0,03F065/001,0.0,0.0,24.4,-,-,-,24.4,-,ว่างเปล่า/ไม่ทำประโยชน์
1947,โฉนด,150388,91,6782.0,03F065/002,0.0,0.0,24.9,-,-,-,24.9,-,ว่างเปล่า/ไม่ทำประโยชน์
1948,โฉนด,150387,90,6781.0,03F065/003,0.0,0.0,24.8,-,-,-,24.8,-,ว่างเปล่า/ไม่ทำประโยชน์
1949,โฉนด,150386,89,6780.0,03F065/004,0.0,0.0,24.5,-,-,-,24.5,-,ว่างเปล่า/ไม่ทำประโยชน์
1950,โฉนด,150385,88,6779.0,03F065/005,0.0,0.0,27.0,-,-,-,27.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1951,โฉนด,150390,93,6784.0,03F065/006,0.0,0.0,69.0,-,-,-,69.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1952,โฉนด,150391,94,6785.0,03F065/007,0.0,0.0,32.6,-,-,-,32.6,-,ว่างเปล่า/ไม่ทำประโยชน์
1953,โฉนด,150392,95,6786.0,03F065/008,0.0,2.0,1.0,-,-,-,201.0,-,ว่างเปล่า/ไม่ทำประโยชน์
1991,โฉนด,534,1512,568.0,03F092,0.0,3.0,81.6,-,-,-,381.6,-,ว่างเปล่า/ไม่ทำประโยชน์
