ที่,ประเภทที่ดิน,เลขที่เอกสารสิทธิ์,เลขที่ดิน,หน้าสำรวจ,รหัสแปลงที่ดิน,ไร่,งาน,ตร.ว.,ประกอบเกษตรกรรม (ตร.ว.),อยู่อาศัย (ตร.ว.),อื่น ๆ (ตร.ว.),ว่างเปล่า/ไม่ทำประโยชน์ (ตร.ว.),ใช้ประโยชน์หลากหลาย (ตร.ว.),ลักษณะการทำประโยชน์
949,โฉนด,937.0,2125,645,01F067,0,0,81.9,81.9,-,-,-,-,ประกอบเกษตรกรรม
959,โฉนด,947.0,2124,1700,01F066,0,0,71.6,71.6,-,-,-,-,ประกอบเกษตรกรรม
967,โฉนด,955.0,826,1200,03D009,0,0,73.9,73.9,-,-,-,-,ประกอบเกษตรกรรม
1042,โฉนด,1029.0,385,1325,05C024,0,1,12.4,112.4,-,-,-,-,ประกอบเกษตรกรรม
1070,โฉนด,1057.0,389,1313,05C036,0,1,93.4,193.4,-,-,-,-,ประกอบเกษตรกรรม
1084,โฉนด,1071.0,1729,1240,05E011,0,0,80.8,80.8,-,-,-,-,ประกอบเกษตรกรรม
1087,โฉนด,1074.0,1633,191,04D148,0,0,70.2,70.2,-,-,-,-,ประกอบเกษตรกรรม
1111,โฉนด,1099.0,1250,923,06C020,0,1,73.0,173.0,-,-,-,-,ประกอบเกษตรกรรม
1122,โฉนด,1110.0,2045,1319,05C019,0,0,76.5,76.5,-,-,-,-,ประกอบเกษตรกรรม
1131,โฉนด,1120.0,1213,1599,03E034,0,0,75.0,75.0,-,-,-,-,ประกอบเกษตรกรรม
1137,โฉนด,1126.0,2038,1303,05C012,0,3,62.9,362.9,-,-,-,-,ประกอบเกษตรกรรม
1142,โฉนด,1131.0,1680,1279,05B017,0,0,22.6,22.6,-,-,-,-,ประกอบเกษตรกรรม
1152,โฉนด,1143.0,1418,1172,03F043,0,1,64.2,164.2,-,-,-,-,ประกอบเกษตรกรรม
1173,โฉนด,1163.0,1215,1574,03E031,1,0,77.2,477.2,-,-,-,-,ประกอบเกษตรกรรม
1210,โฉนด,1207.0,1442,1592,03F072,2,1,47.2,947.2,-,-,-,-,ประกอบเกษตรกรรม
1220,โฉนด,1222.0,449,1607,05G066,0,1,42.9,142.9,-,-,-,-,ประกอบเกษตรกรรม
1229,โฉนด,1231.0,1647,1736,04D172,0,1,14.6,114.6,-,-,-,-,ประกอบเกษตรกรรม
1233,โฉนด,1235.0,448,1605,05G061,6,2,79.0,2679.0,-,-,-,-,ประกอบเกษตรกรรม
1234,โฉนด,1236.0,417,1602,05G060,19,2,10.4,7810.4,-,-,-,-,ประกอบเกษตรกรรม
1239,โฉนด,1242.0,1172,1643,05L043,0,0,49.6,49.6,-,-,-,-,ประกอบเกษตรกรรม
1249,โฉนด,1261.0,830,1523,03D017,3,0,67.9,1267.9,-,-,-,-,ประกอบเกษตรกรรม
1257,โฉนด,1271.0,2220,5391,02L044,0,0,36.8,36.8,-,-,-,-,ประกอบเกษตรกรรม
1259,โฉนด,1272.0,357,1375,01C019,0,1,49.5,149.5,-,-,-,-,ประกอบเกษตรกรรม
1260,โฉนด,1273.0,356,1374,01C021,0,1,73.6,173.6,-,-,-,-,ประกอบเกษตรกรรม
1267,โฉนด,1282.0,599,1655,05I003,4,3,56.7,1956.7,-,-,-,-,ประกอบเกษตรกรรม
1269,โฉนด,1285.0,253,1656,05I002,10,0,50.1,4050.1,-,-,-,-,ประกอบเกษตรกรรม
1276,โฉนด,1292.0,231,1664,05E019,0,2,22.5,222.5,-,-,-,-,ประกอบเกษตรกรรม
1291,โฉนด,1309.0,1190,1528,03G027,1,2,4.9,589.5,-,-,-,-,ประกอบเกษตรกรรม
1294,โฉนด,1312.0,347,1659,05J010,5,1,96.8,2196.8,-,-,-,-,ประกอบเกษตรกรรม
1303,โฉนด,1321.0,339,1380,01C008,0,0,64.0,64.0,-,-,-,-,ประกอบเกษตรกรรม
1305,โฉนด,1325.0,319,1384,01C004,0,3,11.1,311.1,-,-,-,-,ประกอบเกษตรกรรม
1352,โฉนด,1401.0,1273,1199,03D013,0,1,52.1,152.1,-,-,-,-,ประกอบเกษตรกรรม
1354,โฉนด,1404.0,665,1338,01D015,0,2,88.5,88.5,-,-,-,-,ประกอบเกษตรกรรม
1395,โฉนด,1598.0,1867,45,05A016,0,2,16.0,216.0,-,-,-,-,ประกอบเกษตรกรรม
1396,โฉนด,1608.0,1866,6294,05A014,0,1,5.0,105.0,-,-,-,-,ประกอบเกษตรกรรม
1402,โฉนด,1626.0,569,1682,05E032,0,3,44.2,344.2,-,-,-,-,ประกอบเกษตรกรรม
1425,โฉนด,1673.0,35,273,05A006,1,0,2.0,402.0,-,-,-,-,ประกอบเกษตรกรรม
1430,โฉนด,1689.0,1382,115,02A002/002,0,2,78.0,278.0,-,-,-,-,ประกอบเกษตรกรรม
1447,โฉนด,1722.0,897,1476,03A002,0,0,50.0,50.0,-,-,-,-,ประกอบเกษตรกรรม
1462,โฉนด,1758.0,1389,1438,01A005,2,1,8.7,908.7,-,-,-,-,ประกอบเกษตรกรรม
1489,โฉนด,1816.0,2034,2,05C085,2,0,23.3,823.3,-,-,-,-,ประกอบเกษตรกรรม
1513,โฉนด,1867.0,956,1521,03B004,3,0,51.9,1251.9,-,-,-,-,ประกอบเกษตรกรรม
1517,โฉนด,1875.0,1279,1193,03D015,0,2,11.1,211.1,-,-,-,-,ประกอบเกษตรกรรม
1580,โฉนด,1976.0,305,1390,01B044,0,2,34.3,234.3,-,-,-,-,ประกอบเกษตรกรรม
1604,โฉนด,2035.0,1073,1596,03E002,12,0,88.8,4880.8,-,-,-,-,ประกอบเกษตรกรรม
1612,โฉนด,2057.0,550,72,04B031,0,1,47.2,147.2,-,-,-,-,ประกอบเกษตรกรรม
1625,โฉนด,2115.0,1861,48,05A008,0,1,10.0,110.0,-,-,-,-,ประกอบเกษตรกรรม
1636,โฉนด,2196.0,1453,350,02A014,0,3,88.2,388.2,-,-,-,-,ประกอบเกษตรกรรม
1638,โฉนด,2198.0,484,76,02A016,1,3,51.0,751.0,-,-,-,-,ประกอบเกษตรกรรม
1653,โฉนด,2227.0,1842,280,05A144,0,0,87.0,87.0,-,-,-,-,ประกอบเกษตรกรรม
1665,โฉนด,2273.0,1298,716,05H046,0,0,28.6,28.6,-,-,-,-,ประกอบเกษตรกรรม
1688,โฉนด,2313.0,292,1397,01B033,0,0,67.1,67.1,-,-,-,-,ประกอบเกษตรกรรม
1696,โฉนด,2334.0,734,241,04C023,0,0,16.3,16.3,-,-,-,-,ประกอบเกษตรกรรม
1705,โฉนด,2350.0,917,902,03A020,1,0,23.7,423.7,-,-,-,-,ประกอบเกษตรกรรม
1714,โฉนด,2361.0,1699,1786,05E020,0,0,44.3,76.7,-,-,-,-,ประกอบเกษตรกรรม
1736,โฉนด,2383.0,224,1806,05E072,0,3,21.3,321.3,-,-,-,-,ประกอบเกษตรกรรม
1741,โฉนด,2388.0,584,1811,05E061,0,3,78.5,378.5,-,-,-,-,ประกอบเกษตรกรรม
1742,โฉนด,2389.0,2192,1777,03H005,0,0,40.0,40.0,-,-,-,-,ประกอบเกษตรกรรม
1759,โฉนด,2423.0,478,1826,05H024,0,0,70.5,70.5,-,-,-,-,ประกอบเกษตรกรรม
1776,โฉนด,2456.0,1144,1551,03E005,0,2,26.9,226.9,-,-,-,-,ประกอบเกษตรกรรม
1792,โฉนด,2505.0,1142,1552,03E008,0,2,57.1,257.1,-,-,-,-,ประกอบเกษตรกรรม
1795,โฉนด,2508.0,540,1833,04B009,0,0,80.0,80.0,-,-,-,-,ประกอบเกษตรกรรม
1834,โฉนด,2639.0,1234,1547,03G078,0,0,86.0,86.0,-,-,-,-,ประกอบเกษตรกรรม
1866,โฉนด,2701.0,355,1866,01C025,0,1,42.7,142.7,-,-,-,-,ประกอบเกษตรกรรม
1904,โฉนด,2763.0,1424,898,06A001,0,0,89.6,89.6,-,-,-,-,ประกอบเกษตรกรรม
1910,โฉนด,2779.0,367,1887,05G044,0,3,99.5,201.6,-,-,-,-,ประกอบเกษตรกรรม
1913,โฉนด,2783.0,1632,1891,05G031,0,1,3.2,101.1,-,-,-,-,ประกอบเกษตรกรรม
1917,โฉนด,2787.0,340,1895,05G033,0,1,22.5,122.5,-,-,-,-,ประกอบเกษตรกรรม
1918,โฉนด,2788.0,341,1896,05G037,0,2,40.8,240.8,-,-,-,-,ประกอบเกษตรกรรม
1924,โฉนด,2794.0,360,1902,05G051,0,1,35.6,135.6,-,-,-,-,ประกอบเกษตรกรรม
1929,โฉนด,2799.0,351,1907,05G059,0,2,0.4,200.4,-,-,-,-,ประกอบเกษตรกรรม
1941,โฉนด,2811.0,314,1919,05F093,0,1,95.7,195.7,-,-,-,-,ประกอบเกษตรกรรม
1951,โฉนด,2823.0,289,1884,01B039,0,1,37.0,137.0,-,-,-,-,ประกอบเกษตรกรรม
1985,โฉนด,2898.0,1419,1960,03F043/001,0,1,68.9,168.9,-,-,-,-,ประกอบเกษตรกรรม
1990,โฉนด,2909.0,2492,1965,03G049,0,1,11.4,111.4,-,-,-,-,ประกอบเกษตรกรรม
2000,โฉนด,2920.0,1520,1976,03G042,0,2,34.8,234.8,-,-,-,-,ประกอบเกษตรกรรม
2002,โฉนด,2922.0,2478,1978,03F100,0,1,6.3,106.3,-,-,-,-,ประกอบเกษตรกรรม
2009,โฉนด,2934.0,577,1986,05E049,0,1,93.3,193.3,-,-,-,-,ประกอบเกษตรกรรม
2041,โฉนด,3140.0,1731,2024,06B064/001,0,0,70.4,70.4,-,-,-,-,ประกอบเกษตรกรรม
2119,โฉนด,7130.0,1128,2097,05L001,0,1,20.0,120.0,-,-,-,-,ประกอบเกษตรกรรม
2137,โฉนด,7470.0,608,2112,05I026,0,0,82.0,82.0,-,-,-,-,ประกอบเกษตรกรรม
2158,โฉนด,7497.0,1056,2139,05I018,0,3,92.8,392.8,-,-,-,-,ประกอบเกษตรกรรม
2186,โฉนด,7771.0,2192,2171,06H001,3,1,41.6,1341.6,-,-,-,-,ประกอบเกษตรกรรม
2201,โฉนด,7913.0,2178,2187,06D130,0,1,20.0,120.0,-,-,-,-,ประกอบเกษตรกรรม
2206,โฉนด,7918.0,2173,2192,06D125,0,1,43.6,143.6,-,-,-,-,ประกอบเกษตรกรรม
2215,โฉนด,7927.0,2161,2201,06D112,0,1,19.8,119.8,-,-,-,-,ประกอบเกษตรกรรม
2216,โฉนด,7928.0,2162,2202,06D111,0,1,19.9,119.9,-,-,-,-,ประกอบเกษตรกรรม
2218,โฉนด,7930.0,2166,2204,06D109,0,1,20.0,120.0,-,-,-,-,ประกอบเกษตรกรรม
2223,โฉนด,7935.0,2148,2209,06D104,0,1,45.0,145.0,-,-,-,-,ประกอบเกษตรกรรม
2236,โฉนด,7948.0,2136,2222,06D083,0,0,98.2,98.2,-,-,-,-,ประกอบเกษตรกรรม
2237,โฉนด,7949.0,2135,2223,06D082,0,0,81.4,81.4,-,-,-,-,ประกอบเกษตรกรรม
2258,โฉนด,7971.0,1511,2245,06D052,0,1,19.2,119.2,-,-,-,-,ประกอบเกษตรกรรม
2270,โฉนด,7984.0,1493,2258,06D039,0,0,70.9,70.9,-,-,-,-,ประกอบเกษตรกรรม
2280,โฉนด,7995.0,1485,2269,06D023,0,1,31.6,131.6,-,-,-,-,ประกอบเกษตรกรรม
2284,โฉนด,8002.0,1478,2276,06D013/002,0,1,22.9,122.9,-,-,-,-,ประกอบเกษตรกรรม
2287,โฉนด,8005.0,1473,2279,06D013/001,0,2,15.0,215.0,-,-,-,-,ประกอบเกษตรกรรม
2288,โฉนด,8006.0,1474,2280,06D013/003,0,1,22.9,122.9,-,-,-,-,ประกอบเกษตรกรรม
2290,โฉนด,8008.0,1471,2282,06D005,0,2,14.1,214.1,-,-,-,-,ประกอบเกษตรกรรม
2291,โฉนด,8009.0,1470,2283,06D004,0,1,79.2,179.2,-,-,-,-,ประกอบเกษตรกรรม
2292,โฉนด,8010.0,1469,2284,06D003,0,2,9.3,209.3,-,-,-,-,ประกอบเกษตรกรรม
2301,โฉนด,8060.0,1465,2292,06D008,0,0,29.7,29.7,-,-,-,-,ประกอบเกษตรกรรม
2314,โฉนด,8073.0,1524,2305,06D065,0,1,43.2,143.2,-,-,-,-,ประกอบเกษตรกรรม
2330,โฉนด,8199.0,1197,2923,01F015,0,2,10.4,210.4,-,-,-,-,ประกอบเกษตรกรรม
2331,โฉนด,8200.0,1198,2324,01F016,0,2,9.0,209.0,-,-,-,-,ประกอบเกษตรกรรม
2332,โฉนด,8201.0,1199,2325,01F017,0,2,9.0,209.0,-,-,-,-,ประกอบเกษตรกรรม
2353,โฉนด,8582.0,611,2348,02E037,0,1,33.7,133.7,-,-,-,-,ประกอบเกษตรกรรม
2378,โฉนด,8888.0,2001,1350,05C059,0,1,8.0,108.0,-,-,-,-,ประกอบเกษตรกรรม
2386,โฉนด,8941.0,1910,1361,05A088,1,0,96.2,496.2,-,-,-,-,ประกอบเกษตรกรรม
2389,โฉนด,8945.0,1889,1365,05A121,1,0,12.0,412.0,-,-,-,-,ประกอบเกษตรกรรม
2414,โฉนด,9462.0,1408,2398,06A052,0,1,56.6,156.6,-,-,-,-,ประกอบเกษตรกรรม
2418,โฉนด,9509.0,1877,6323,05A022,0,2,77.9,277.9,-,-,-,-,ประกอบเกษตรกรรม
2425,โฉนด,9546.0,1531,1401,05M023,0,0,91.6,91.6,-,-,-,-,ประกอบเกษตรกรรม
2426,โฉนด,9547.0,1530,1402,05M024,0,0,97.7,97.7,-,-,-,-,ประกอบเกษตรกรรม
2434,โฉนด,9555.0,1523,6311,05M005,0,0,86.0,86.0,-,-,-,-,ประกอบเกษตรกรรม
2439,โฉนด,9560.0,1535,1415,05M031,0,0,94.9,94.9,-,-,-,-,ประกอบเกษตรกรรม
2444,โฉนด,9566.0,1539,1421,05M038,0,0,96.1,96.1,-,-,-,-,ประกอบเกษตรกรรม
2457,โฉนด,9655.0,1870,1429,05A015,0,0,53.8,53.8,-,-,-,-,ประกอบเกษตรกรรม
2480,โฉนด,10094.0,1500,1435,05M047,3,0,8.0,1208.0,-,-,-,-,ประกอบเกษตรกรรม
2533,โฉนด,10507.0,1542,2445,04C113,0,0,33.4,33.4,-,-,-,-,ประกอบเกษตรกรรม
2537,โฉนด,10538.0,358,2432,01C024,0,1,93.4,193.4,-,-,-,-,ประกอบเกษตรกรรม
2549,โฉนด,10600.0,1891,6046,05A137,0,1,57.0,157.0,-,-,-,-,ประกอบเกษตรกรรม
2595,โฉนด,10806.0,727,2464,02G017,0,0,73.1,73.1,-,-,-,-,ประกอบเกษตรกรรม
2627,โฉนด,10938.0,1082,2501,03D041,0,1,34.8,134.8,-,-,-,-,ประกอบเกษตรกรรม
2628,โฉนด,10939.0,1083,2502,03D040,0,1,35.0,135.0,-,-,-,-,ประกอบเกษตรกรรม
2653,โฉนด,10979.0,2033,1560,05C082,0,1,7.6,107.6,-,-,-,-,ประกอบเกษตรกรรม
2672,โฉนด,11052.0,601,2535,02E003,0,0,40.0,40.0,-,-,-,-,ประกอบเกษตรกรรม
2673,โฉนด,11053.0,602,2536,02E004,0,0,40.0,40.0,-,-,-,-,ประกอบเกษตรกรรม
2674,โฉนด,11054.0,603,2537,02E005,0,0,40.0,40.0,-,-,-,-,ประกอบเกษตรกรรม
2675,โฉนด,11055.0,604,2538,02E006,0,0,40.0,40.0,-,-,-,-,ประกอบเกษตรกรรม
2689,โฉนด,11069.0,625,2552,02E014,0,1,3.7,103.7,-,-,-,-,ประกอบเกษตรกรรม
2697,โฉนด,11079.0,620,2562,02E163,1,3,30.9,730.9,-,-,-,-,ประกอบเกษตรกรรม
2708,โฉนด,11121.0,1414,2581,03F045,0,0,53.7,53.7,-,-,-,-,ประกอบเกษตรกรรม
2726,โฉนด,11182.0,814,2612,02E091,0,1,30.8,130.8,-,-,-,-,ประกอบเกษตรกรรม
2727,โฉนด,11183.0,817,2613,02E092,0,1,32.5,132.5,-,-,-,-,ประกอบเกษตรกรรม
2729,โฉนด,11185.0,827,2615,02E094,0,1,36.1,136.1,-,-,-,-,ประกอบเกษตรกรรม
2730,โฉนด,11186.0,822,2616,02E095,0,1,37.7,137.7,-,-,-,-,ประกอบเกษตรกรรม
2732,โฉนด,11188.0,810,2618,02E097,0,1,24.1,124.1,-,-,-,-,ประกอบเกษตรกรรม
2737,โฉนด,11193.0,819,2623,02E102,0,1,29.3,129.3,-,-,-,-,ประกอบเกษตรกรรม
2775,โฉนด,11231.0,29,2661,02E140,0,1,28.8,134.8,-,-,-,-,ประกอบเกษตรกรรม
2786,โฉนด,11242.0,660,2672,02D049,0,1,23.7,123.7,-,-,-,-,ประกอบเกษตรกรรม
2787,โฉนด,11243.0,659,2673,02D050,0,1,26.4,126.4,-,-,-,-,ประกอบเกษตรกรรม
2794,โฉนด,11250.0,622,2680,02D064,0,1,16.1,116.1,-,-,-,-,ประกอบเกษตรกรรม
2795,โฉนด,11251.0,623,2681,02D065,0,1,16.9,116.9,-,-,-,-,ประกอบเกษตรกรรม
2802,โฉนด,11258.0,626,2688,02D072,0,1,16.0,116.0,-,-,-,-,ประกอบเกษตรกรรม
2803,โฉนด,11259.0,804,2689,02D073,0,1,17.9,117.9,-,-,-,-,ประกอบเกษตรกรรม
2806,โฉนด,11262.0,630,2692,02D076,0,1,12.8,112.8,-,-,-,-,ประกอบเกษตรกรรม
2807,โฉนด,11263.0,629,2687,02D077,0,1,13.2,113.2,-,-,-,-,ประกอบเกษตรกรรม
2808,โฉนด,11264.0,628,2694,02D078,0,1,14.6,114.6,-,-,-,-,ประกอบเกษตรกรรม
2809,โฉนด,11265.0,627,2695,02D079,0,1,16.6,116.6,-,-,-,-,ประกอบเกษตรกรรม
2829,โฉนด,11285.0,938,2715,02E146,0,2,86.4,286.4,-,-,-,-,ประกอบเกษตรกรรม
2836,โฉนด,11294.0,948,2726,02E157,0,1,20.8,120.8,-,-,-,-,ประกอบเกษตรกรรม
2837,โฉนด,11295.0,947,2725,02E156,0,1,19.4,119.4,-,-,-,-,ประกอบเกษตรกรรม
2844,โฉนด,11315.0,863,2745,02E063,0,1,9.3,109.3,-,-,-,-,ประกอบเกษตรกรรม
2845,โฉนด,11316.0,864,2746,02E064,0,1,6.6,106.6,-,-,-,-,ประกอบเกษตรกรรม
2862,โฉนด,11414.0,1946,2765,06J006,0,1,20.2,120.2,-,-,-,-,ประกอบเกษตรกรรม
2866,โฉนด,11418.0,1950,2769,06J010,0,0,59.5,59.5,-,-,-,-,ประกอบเกษตรกรรม
2889,โฉนด,11443.0,1990,2794,06J041,0,1,19.8,119.8,-,-,-,-,ประกอบเกษตรกรรม
2891,โฉนด,11445.0,1993,2796,06J042,0,1,19.8,119.8,-,-,-,-,ประกอบเกษตรกรรม
2899,โฉนด,11453.0,2001,2804,06J046,0,1,19.8,119.8,-,-,-,-,ประกอบเกษตรกรรม
2920,โฉนด,11482.0,1965,2833,06G018,0,2,0.3,200.3,-,-,-,-,ประกอบเกษตรกรรม
2922,โฉนด,11484.0,1964,2835,06G023,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2927,โฉนด,11489.0,2224,2840,06G022,0,1,19.4,119.4,-,-,-,-,ประกอบเกษตรกรรม
2930,โฉนด,11492.0,2227,2843,06G030,0,1,19.8,119.8,-,-,-,-,ประกอบเกษตรกรรม
2937,โฉนด,11500.0,2235,2851,06G035,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2943,โฉนด,11506.0,2241,2857,06G038,0,1,43.6,143.6,-,-,-,-,ประกอบเกษตรกรรม
2946,โฉนด,11509.0,2243,2860,06G045,0,2,17.2,217.2,-,-,-,-,ประกอบเกษตรกรรม
2948,โฉนด,11511.0,2271,2862,06G047,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2949,โฉนด,11512.0,2272,2863,06G050,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2950,โฉนด,11513.0,2270,2864,06G048,0,1,19.4,119.4,-,-,-,-,ประกอบเกษตรกรรม
2951,โฉนด,11514.0,2273,2865,06G051,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2952,โฉนด,11515.0,2269,2866,06G049,0,1,19.6,119.6,-,-,-,-,ประกอบเกษตรกรรม
2953,โฉนด,11516.0,2268,2867,06G052,0,1,20.0,120.0,-,-,-,-,ประกอบเกษตรกรรม
2972,โฉนด,11576.0,1745,2905,05F010,0,0,21.2,21.2,-,-,-,-,ประกอบเกษตรกรรม
2978,โฉนด,11582.0,1751,2911,05F016,0,0,90.6,90.6,-,-,-,-,ประกอบเกษตรกรรม
3006,โฉนด,11610.0,256,2939,05F044,0,1,11.4,111.4,-,-,-,-,ประกอบเกษตรกรรม
3007,โฉนด,11611.0,255,2940,05F045,0,1,11.4,111.4,-,-,-,-,ประกอบเกษตรกรรม
3008,โฉนด,11612.0,254,2941,05F046,0,1,11.8,111.8,-,-,-,-,ประกอบเกษตรกรรม
3014,โฉนด,11618.0,288,2947,05F052,0,1,5.0,105.0,-,-,-,-,ประกอบเกษตรกรรม
3019,โฉนด,11623.0,294,2952,05F057,0,1,11.0,111.0,-,-,-,-,ประกอบเกษตรกรรม
3060,โฉนด,13612.0,1214,2999,01F051,0,2,41.3,241.3,-,-,-,-,ประกอบเกษตรกรรม
3064,โฉนด,14048.0,1706,3002,06B038,0,0,91.6,91.6,-,-,-,-,ประกอบเกษตรกรรม
3074,โฉนด,14098.0,2302,2899,06E014,0,0,80.7,80.7,-,-,-,-,ประกอบเกษตรกรรม
3079,โฉนด,14157.0,547,3009,04B034,0,1,8.2,108.2,-,-,-,-,ประกอบเกษตรกรรม
3086,โฉนด,14542.0,2370,3018,06I016,0,2,52.1,252.1,-,-,-,-,ประกอบเกษตรกรรม
3101,โฉนด,16431.0,1435,2782,03F055,0,0,92.2,92.2,-,-,-,-,ประกอบเกษตรกรรม
3124,โฉนด,18745.0,1939,4077,05A041,0,1,5.2,105.2,-,-,-,-,ประกอบเกษตรกรรม
3125,โฉนด,18746.0,1940,4078,05A040,0,0,55.2,55.2,-,-,-,-,ประกอบเกษตรกรรม
3132,โฉนด,18834.0,38,3035,03G022,0,2,-,200.0,-,-,-,-,ประกอบเกษตรกรรม
3141,โฉนด,18845.0,1737,3050,05E075,0,0,71.4,71.4,-,-,-,-,ประกอบเกษตรกรรม
3146,โฉนด,18875.0,1598,4082,05C044,0,1,14.0,114.0,-,-,-,-,ประกอบเกษตรกรรม
3153,โฉนด,18882.0,1989,4089,05C092,0,0,92.0,92.0,-,-,-,-,ประกอบเกษตรกรรม
3154,โฉนด,18883.0,1606,6299,05C093,0,0,94.0,94.0,-,-,-,-,ประกอบเกษตรกรรม
3156,โฉนด,18885.0,1608,4092,05C095,0,1,2.0,102.0,-,-,-,-,ประกอบเกษตรกรรม
3161,โฉนด,18898.0,2123,3049,01F065,0,0,70.2,70.2,-,-,-,-,ประกอบเกษตรกรรม
3232,โฉนด,19770.0,547,3089,01D060,0,0,9.1,9.1,-,-,-,-,ประกอบเกษตรกรรม
3233,โฉนด,19780.0,2126,3121,01F069,0,0,95.1,95.1,-,-,-,-,ประกอบเกษตรกรรม
